current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_euler.x,payload_euler.y,payload_euler.z,simulink_acc_sp.x,simulink_acc_sp.y,simulink_acc_sp.y,qp_status
1633639207.519452,0.006652636453509331,-0.008513140492141247,-2.5002737045288086,-0.0034359910059720278,0.005497177597135305,-0.00048270629486069083,0.0,0.0,0.0,-0.00632003229111433,0.00818889681249857,0.0002834796905517578,-0.00438897218555212,0.006208125036209822,0.006208125036209822,0.0004985124105587602,-0.00022598083887714893,-1.5707447528839111,0.0,0.0,0.0,data: 0.0
1633639207.520649,0.006652636453509331,-0.008513140492141247,-2.5002737045288086,-0.0034359910059720278,0.005497177597135305,-0.00048270629486069083,0.0,0.0,0.0,-0.00632003229111433,0.00818889681249857,0.0002834796905517578,-0.00438897218555212,0.006208125036209822,0.006208125036209822,0.0004985124105587602,-0.00022598083887714893,-1.5707447528839111,0.0,0.0,0.0,data: 0.0
1633639207.530815,0.006705241743475199,-0.008572063408792019,-2.5002803802490234,-0.0034675314091145992,0.005487367045134306,-0.0004884182126261294,0.0,0.0,0.0,-0.006403992418199778,0.008276970125734806,0.0002987384796142578,-0.004422356840223074,0.006366399582475424,0.006366399582475424,0.0005160145810805261,-0.00023543593124486506,-1.5707478523254395,0.0,0.0,0.0,data: 0.0
1633639207.540953,0.006741015240550041,-0.008605848997831345,-2.500288963317871,-0.0035252126399427652,0.0054946038872003555,-0.0004835538275074214,0.0,0.0,0.0,-0.0064353193156421185,0.008306486532092094,0.0003070831298828125,-0.004392475821077824,0.006360037252306938,0.006360037252306938,0.0005275449366308749,-0.00024111974926199764,-1.5707504749298096,0.0,0.0,0.0,data: 0.0
1633639207.55106,0.006773991044610739,-0.008636918850243092,-2.5002973079681396,-0.0035812240093946457,0.005503749009221792,-0.0004630816983990371,0.0,0.0,0.0,-0.0064353193156421185,0.008306486532092094,0.0003070831298828125,-0.004392475821077824,0.006360037252306938,0.006360037252306938,0.0005558409029617906,-0.000253171194344759,-1.570758581161499,0.0,0.0,0.0,data: 0.0
1633639207.560936,0.006859046872705221,-0.008732123300433159,-2.500309944152832,-0.003642583731561899,0.005495651625096798,-0.0004441210185177624,0.0,0.0,0.0,-0.0064353193156421185,0.008306486532092094,0.0003070831298828125,-0.004392475821077824,0.006360037252306938,0.006360037252306938,0.0005558409029617906,-0.000253171194344759,-1.570758581161499,0.0,0.0,0.0,data: 0.0
1633639207.571549,0.006897664163261652,-0.008775245398283005,-2.5003156661987305,-0.0036734461318701506,0.005492529831826687,-0.00044444078230299056,0.0,0.0,0.0,-0.006552808918058872,0.008437896147370338,0.0003254413604736328,-0.004521209746599197,0.006661881227046251,0.006661881227046251,0.0005669206730090082,-0.0002571283548604697,-1.5707619190216064,0.0,0.0,0.0,data: 0.0
1633639207.581358,0.006917215883731842,-0.008790993131697178,-2.500323534011841,-0.003732274752110243,0.005506039131432772,-0.00042445366852916777,0.0,0.0,0.0,-0.006552808918058872,0.008437896147370338,0.0003254413604736328,-0.004521209746599197,0.006661881227046251,0.006661881227046251,0.0005832515889778733,-0.00026213593082502484,-1.570766568183899,0.0,0.0,0.0,data: 0.0
1633639207.590973,0.006936744321137667,-0.008807978592813015,-2.5003321170806885,-0.0037875263951718807,0.005517845973372459,-0.0003773108182940632,0.0,0.0,0.0,-0.006589934695512056,0.00846899300813675,0.0003418922424316406,-0.0043588317930698395,0.006584332790225744,0.006584332790225744,0.0005939355469308794,-0.00026485242415219545,-1.5707694292068481,0.0,0.0,0.0,data: 0.0
1633639207.601431,0.006967872381210327,-0.008842824026942253,-2.500338554382324,-0.0037875263951718807,0.005517845973372459,-0.0003773108182940632,0.0,0.0,0.0,-0.006589934695512056,0.00846899300813675,0.0003418922424316406,-0.0043588317930698395,0.006584332790225744,0.006584332790225744,0.0006096512079238892,-0.00026798679027706385,-1.5707728862762451,0.0,0.0,0.0,data: 0.0
1633639207.611162,0.006981059443205595,-0.008852669969201088,-2.5003464221954346,-0.0038206742610782385,0.005518017336726189,-0.00035081649548374116,0.0,0.0,0.0,-0.006589934695512056,0.00846899300813675,0.0003418922424316406,-0.0043588317930698395,0.006584332790225744,0.006584332790225744,0.0006250023725442588,-0.00026997836539521813,-1.5707756280899048,0.0,0.0,0.0,data: 0.0
1633639207.621148,0.007006994914263487,-0.008881567046046257,-2.500352621078491,-0.003916050307452679,0.005541558843106031,-0.00032650731736794114,0.0,0.0,0.0,-0.0066320342011749744,0.00851145014166832,0.0003561973571777344,-0.004280474968254566,0.006606200709939003,0.006606200709939003,0.000635040458291769,-0.0002706634404603392,-1.5707769393920898,0.0,0.0,0.0,data: 0.0
1633639207.63106,0.007015007082372904,-0.008885888382792473,-2.500359535217285,-0.003916050307452679,0.005541558843106031,-0.00032650731736794114,0.0,0.0,0.0,-0.0066320342011749744,0.00851145014166832,0.0003561973571777344,-0.004280474968254566,0.006606200709939003,0.006606200709939003,0.0006498094880953431,-0.00027071990189142525,-1.5707780122756958,0.0,0.0,0.0,data: 0.0
1633639207.641065,0.007015007082372904,-0.008885888382792473,-2.500359535217285,-0.0039780838415026665,0.005565830040723085,-0.00030240730848163366,0.0,0.0,0.0,-0.0066642845049500465,0.00854300707578659,0.0003693103790283203,-0.00415729358792305,0.006559297442436218,0.006559297442436218,0.0006594622973352671,-0.00027010944904759526,-1.5707780122756958,0.0,0.0,0.0,data: 0.0
