timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
161786622,nan,nan,nan,-0.0018970781,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161806622,nan,nan,nan,-0.0019062624,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161826628,nan,nan,nan,-0.0019061671,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161846631,nan,nan,nan,-0.0018924393,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161866634,nan,nan,nan,-0.0018813133,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161886638,nan,nan,nan,-0.0019544852,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161906641,nan,nan,nan,-0.0018451086,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161926645,nan,nan,nan,-0.0018899643,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161946649,nan,nan,nan,-0.0019004381,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161966657,nan,nan,nan,-0.0018975196,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
161986656,nan,nan,nan,-0.0019501012,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162006660,nan,nan,nan,-0.0018712811,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162026708,nan,nan,nan,-0.0019375284,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162046667,nan,nan,nan,-0.0019628766,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162066672,nan,nan,nan,-0.0018412902,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162086675,nan,nan,nan,-0.0017439285,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162106679,nan,nan,nan,-0.0016360707,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162126699,nan,nan,nan,-0.00161808,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162146686,nan,nan,nan,-0.0017987121,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162166689,nan,nan,nan,-0.001903765,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162186695,nan,nan,nan,-0.0016518296,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162206697,nan,nan,nan,-0.0019438325,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162226701,nan,nan,nan,-0.0016897822,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162246704,nan,nan,nan,-0.0018923403,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162266708,nan,nan,nan,-0.0019505696,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162286712,nan,nan,nan,-0.0017825739,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162306715,nan,nan,nan,-0.0017652268,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162326719,nan,nan,nan,-0.0017440725,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162346723,nan,nan,nan,-0.0018029405,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162366726,nan,nan,nan,-0.0018571371,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162386730,nan,nan,nan,-0.00184365,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162406734,nan,nan,nan,-0.001837449,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162426738,nan,nan,nan,-0.0018122607,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162446742,nan,nan,nan,-0.0018304074,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162466752,nan,nan,nan,-0.0017941775,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162486782,nan,nan,nan,-0.0018064358,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162506752,nan,nan,nan,-0.0017910603,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162526756,nan,nan,nan,-0.0018089272,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162546760,nan,nan,nan,-0.0017456743,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162566764,nan,nan,nan,-0.0017628451,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162586767,nan,nan,nan,-0.0017479509,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162606771,nan,nan,nan,-0.0017083762,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162626775,nan,nan,nan,-0.0017205967,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162646778,nan,nan,nan,-0.0016831747,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162666782,nan,nan,nan,-0.0016603575,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162686788,nan,nan,nan,-0.0016562933,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162706789,nan,nan,nan,-0.0016242132,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162726793,nan,nan,nan,-0.0016156685,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162746797,nan,nan,nan,-0.001624349,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162766801,nan,nan,nan,-0.0015991273,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162786805,nan,nan,nan,-0.0015996776,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162806808,nan,nan,nan,-0.0015995576,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162826812,nan,nan,nan,-0.0016018228,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162846816,nan,nan,nan,-0.0015525202,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162866819,nan,nan,nan,-0.0015639401,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162886823,nan,nan,nan,-0.0015691732,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162906857,nan,nan,nan,-0.0015531606,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162926830,nan,nan,nan,-0.0015393514,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162946834,nan,nan,nan,-0.001526144,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162966861,nan,nan,nan,-0.0015764678,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
162986841,nan,nan,nan,-0.0015871216,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163006846,nan,nan,nan,-0.00159892,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163026849,nan,nan,nan,-0.0015827224,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163046853,nan,nan,nan,-0.0015779121,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163066856,nan,nan,nan,-0.0016228373,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163086860,nan,nan,nan,-0.0015776022,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
163106864,5.194415,4.375087,nan,-0.001590208,1.1134532e-36,0.00023465157,-7.2026254e-05,1.1536133,0.010676076,-0.041919235,10.271254,0.0,0.0,0.0,1.0879256e-06,-4.271702e-06,-0.0009999904
163126868,5.194415,4.375087,nan,-0.001590208,8.909764e-37,0.00047791004,-0.00017712115,1.1257311,0.01277083,-0.040470183,10.145498,0.0,0.0,0.0,1.3018908e-06,-4.1256335e-06,-0.0009999907
163146871,5.194415,4.375087,nan,-0.001590208,7.128239e-37,0.0007093906,-0.00031347273,1.0978503,0.0024577188,-0.03800654,10.032998,0.0,0.0,0.0,2.4910184e-07,-3.8521493e-06,-0.0009999926
163166875,5.194415,4.375087,nan,-0.001590208,5.703504e-37,0.0010803938,-0.00015130042,1.0699681,0.001685211,-0.035202146,9.889927,0.0,0.0,0.0,1.7157514e-07,-3.5840096e-06,-0.0009999936
163186879,5.194415,4.375087,nan,-0.001590208,4.5560146e-37,0.0014364481,-8.60691e-06,1.0420859,0.016370088,-0.02565084,9.713797,0.0,0.0,0.0,4.2471765e-06,-6.6550438e-06,-0.0025564684
163206882,5.194415,4.375087,nan,-0.001590208,3.6432814e-37,0.0018020152,9.195804e-05,1.0142051,0.02692708,-0.03468063,9.556802,0.0,0.0,0.0,1.8879431e-05,-2.431569e-05,-0.006878903
163226887,5.194415,4.375087,nan,-0.001590208,2.917163e-37,0.002134967,0.00014269352,0.9863215,0.010182014,-0.037330672,9.342849,0.0,0.0,0.0,1.3227879e-05,-4.849784e-05,-0.01276953
163246897,5.194415,4.375087,nan,-0.001590208,2.3315154e-37,0.0024298667,0.0001644373,0.95843095,0.009421654,-0.025554549,9.151826,0.0,0.0,0.0,1.736056e-05,-4.7087415e-05,-0.018028837
163266895,5.194415,4.375087,nan,-0.001590208,1.8666683e-37,0.0027274846,0.00016036033,0.9305571,0.03964998,-0.034875304,8.951081,0.0,0.0,0.0,9.519754e-05,-8.3733794e-05,-0.023555806
163286897,5.194415,4.375087,nan,-0.001590208,1.4940817e-37,0.0030174016,0.000118684766,0.90267766,0.022291666,-0.0484541,8.759181,0.0,0.0,0.0,6.5537955e-05,-0.00014245605,-0.028839268
163306901,5.194415,4.375087,nan,-0.001590208,1.195947e-37,0.003268814,2.7179718e-05,0.87479544,-0.0029100534,-0.039920565,8.533588,0.0,0.0,0.0,-1.0410408e-05,-0.0001428116,-0.035050362
163326905,5.194415,4.375087,nan,-0.001590208,9.562126e-38,0.0035120726,-0.00010464191,0.8469132,0.010403281,-0.066493236,8.325846,0.0,0.0,0.0,4.324575e-05,-0.00027640798,-0.04077
163346908,5.194415,4.375087,nan,-0.001590208,7.5984866e-38,0.0038273572,-0.000117325784,0.8190324,0.022305103,-0.04906515,8.128835,0.0,0.0,0.0,0.000104989434,-0.00023094816,-0.046194177
163366912,5.194415,4.375087,nan,-0.001590208,6.107065e-38,0.0041929246,-6.3419343e-06,0.79115015,0.022498406,-0.044776138,7.936908,0.0,0.0,0.0,0.000117824005,-0.00023449236,-0.051478375
163386919,5.194415,4.375087,nan,-0.001590208,4.8838934e-38,0.004578423,7.927418e-05,0.76326376,0.045577116,-0.041725766,7.709315,0.0,0.0,0.0,0.00026794925,-0.00024530705,-0.05774454
163406937,5.194415,4.375087,nan,-0.001590208,3.910282e-38,0.0049326657,0.0001250267,0.73536205,0.010790762,-0.015814558,7.494665,0.0,0.0,0.0,7.1159295e-05,-0.00010428854,-0.06365435
