current_time,velocity.x,velocity.y,velocity.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y
6.308,-0.029772674664855003,0.10880611836910248,0.09181582182645798,0.0,0.0,0.0,-1.9381177481589725e-28,2.2607914600017884e-28
6.308,-0.029772674664855003,0.10880611836910248,0.09181582182645798,0.0,0.0,0.0,-1.9381177481589725e-28,2.2607914600017884e-28
6.328,-0.03049972653388977,0.11116088181734085,0.09356308728456497,0.0,0.0,0.0,-2.9006526714694817e-28,3.3831701254800737e-28
6.348,-0.03136846795678139,0.11389419436454773,0.0956314280629158,0.0,0.0,0.0,-2.9006526714694817e-28,3.3831701254800737e-28
6.368,-0.03195888176560402,0.11648398637771606,0.09757412225008011,0.0,0.0,0.0,-3.6942862293238685e-28,4.308554547794139e-28
6.388,-0.0327385850250721,0.11940561234951019,0.0995466336607933,0.0,0.0,0.0,-3.6942862293238685e-28,4.308554547794139e-28
6.412,-0.033070944249629974,0.1220589354634285,0.10155220329761505,0.0,0.0,0.0,-4.313465208158836e-28,5.030454367504322e-28
6.428,-0.033643338829278946,0.1247178167104721,0.10379397124052048,0.0,0.0,0.0,-4.313465208158836e-28,5.030454367504322e-28
6.452,-0.033970944583415985,0.12755072116851807,0.10624056309461594,0.0,0.0,0.0,-4.313465208158836e-28,5.030454367504322e-28
6.468,-0.034179408103227615,0.12846800684928894,0.1071859672665596,0.0,0.0,0.0,-4.646393148358221e-28,5.4185087503169845e-28
6.4879999999999995,-0.03379093483090401,0.1284683495759964,0.10745004564523697,0.0,0.0,0.0,-4.646393148358221e-28,5.4185087503169845e-28
6.5120000000000005,-0.03339381515979767,0.1280723661184311,0.10764001309871674,0.0,0.0,0.0,-4.646166771763505e-28,5.418090967566755e-28
6.5280000000000005,-0.03325586020946503,0.12831534445285797,0.10749080777168274,0.0,0.0,0.0,-4.646166771763505e-28,5.418090967566755e-28
6.548,-0.03320453688502312,0.1288081407546997,0.1080676019191742,0.0,0.0,0.0,-4.3877822508017995e-28,5.116610380242048e-28
6.568,-0.03362470865249634,0.12935489416122437,0.10871592164039612,0.0,0.0,0.0,-4.3877822508017995e-28,5.116610380242048e-28
6.588,-0.033403534442186356,0.12995651364326477,0.10945090651512146,0.0,0.0,0.0,-4.3877822508017995e-28,5.116610380242048e-28
6.608,-0.03326573222875595,0.13051412999629974,0.10961753129959106,0.0,0.0,0.0,-3.873907691705699e-28,4.5171997055831125e-28
6.628,-0.03361762687563896,0.13100451231002808,0.1106695607304573,0.0,0.0,0.0,-3.873907691705699e-28,4.5171997055831125e-28
6.648,-0.03315611183643341,0.13190698623657227,0.11164039373397827,0.0,0.0,0.0,-3.134465039412147e-28,3.654756064662974e-28
6.668,-0.03274529054760933,0.1329352855682373,0.11243463307619095,0.0,0.0,0.0,-3.134465039412147e-28,3.654756064662974e-28
6.688,-0.03253523260354996,0.1335650533437729,0.11424171179533005,0.0,0.0,0.0,-2.1214327438993377e-28,2.4732838431518013e-28
6.708,-0.032383184880018234,0.13456033170223236,0.11582192033529282,0.0,0.0,0.0,-2.1214327438993377e-28,2.4732838431518013e-28
6.728,-0.032574187964200974,0.13565728068351746,0.11707904189825058,0.0,0.0,0.0,-1.0618851620261887e-28,1.2376179728239006e-28
6.748,-0.0330534353852272,0.13709038496017456,0.11837875097990036,0.0,0.0,0.0,-8.607077153839972e-29,1.0030075548943643e-28
6.768,-0.03253689780831337,0.13830141723155975,0.11956284940242767,0.0,0.0,0.0,-8.607077153839972e-29,1.0030075548943643e-28
6.788,-0.03271641582250595,0.13967405259609222,0.12087353318929672,0.0,0.0,0.0,2.6494664789469043e-29,-3.096994012364365e-29
6.808,-0.03295443207025528,0.1415129154920578,0.12202240526676178,0.0,0.0,0.0,2.6494664789469043e-29,-3.096994012364365e-29
6.828,-0.03307962790131569,0.1432328224182129,0.12338858097791672,0.0,0.0,0.0,1.4730783205912755e-28,-1.718541250994241e-28
6.848,-0.03341375291347504,0.14514243602752686,0.12492237985134125,0.0,0.0,0.0,1.4730783205912755e-28,-1.718541250994241e-28
6.868,-0.032351888716220856,0.14479714632034302,0.12535101175308228,0.0,0.0,0.0,2.4928781400142443e-28,-2.90771915759225e-28
6.888,-0.03161498159170151,0.14239944517612457,0.12444716691970825,0.0,0.0,0.0,2.664325222082004e-28,-3.1076365599091836e-28
6.908,-0.030963946133852005,0.14001113176345825,0.12389351427555084,0.0,0.0,0.0,2.664325222082004e-28,-3.1076365599091836e-28
6.928,-0.030155962333083153,0.1377554088830948,0.12358924001455307,0.0,0.0,0.0,3.5068094641872364e-28,-4.089992476154235e-28
6.948,-0.029770277440547943,0.1360688954591751,0.1236034482717514,0.0,0.0,0.0,3.5068094641872364e-28,-4.089992476154235e-28
6.968,-0.02946200966835022,0.13469277322292328,0.12320425361394882,0.0,0.0,0.0,4.145101800258771e-28,-4.8341969197279245e-28
6.9879999999999995,-0.02884185127913952,0.13369660079479218,0.1235610693693161,0.0,0.0,0.0,4.145101800258771e-28,-4.8341969197279245e-28
7.008,-0.028216812759637833,0.13295921683311462,0.123801089823246,0.0,0.0,0.0,4.145101800258771e-28,-4.8341969197279245e-28
7.028,-0.02812918648123741,0.1318158656358719,0.12384409457445145,0.0,0.0,0.0,4.5652289245908375e-28,-5.3239544730076785e-28
7.048,-0.027682244777679443,0.13093772530555725,0.12404599785804749,0.0,0.0,0.0,4.5652289245908375e-28,-5.3239544730076785e-28
7.068,-0.02716217003762722,0.12993158400058746,0.12433095276355743,0.0,0.0,0.0,4.663316960322254e-28,-5.438134464964697e-28
7.088,-0.02686377987265587,0.12953923642635345,0.12542660534381866,0.0,0.0,0.0,4.663316960322254e-28,-5.438134464964697e-28
7.108,-0.026612943038344383,0.12896934151649475,0.12583187222480774,0.0,0.0,0.0,4.480495065237219e-28,-5.224774464923146e-28
7.128,-0.026451466605067253,0.12893153727054596,0.1263229250907898,0.0,0.0,0.0,4.480495065237219e-28,-5.224774464923146e-28
7.148,-0.026083817705512047,0.12856872379779816,0.1264488697052002,0.0,0.0,0.0,4.480495065237219e-28,-5.224774464923146e-28
7.168,-0.025936463847756386,0.128721684217453,0.1268690824508667,0.0,0.0,0.0,3.9777731980827003e-28,-4.638344929923719e-28
7.188,-0.026188816875219345,0.12861424684524536,0.1276681274175644,0.0,0.0,0.0,3.9777731980827003e-28,-4.638344929923719e-28
7.208,-0.026260163635015488,0.12880954146385193,0.12865129113197327,0.0,0.0,0.0,3.199664203249133e-28,-3.7307947953726687e-28
7.228,-0.026160828769207,0.12897729873657227,0.12973345816135406,0.0,0.0,0.0,3.199664203249133e-28,-3.7307947953726687e-28
7.248,-0.02652587741613388,0.12948405742645264,0.13063909113407135,0.0,0.0,0.0,3.199664203249133e-28,-3.7307947953726687e-28
7.268,-0.02665077894926071,0.12764281034469604,0.13056965172290802,0.0,0.0,0.0,2.200036093434651e-28,-2.5649553213489106e-28
7.288,-0.025975896045565605,0.12432000041007996,0.12945221364498138,0.0,0.0,0.0,2.200036093434651e-28,-2.5649553213489106e-28
7.308,-0.025111764669418335,0.12125195562839508,0.1275307536125183,0.0,0.0,0.0,1.0480968876407036e-28,-1.2215395256202868e-28
7.328,-0.02446861006319523,0.11843966692686081,0.12615950405597687,0.0,0.0,0.0,1.0480968876407036e-28,-1.2215395256202868e-28
7.348,-0.023577440530061722,0.11536906659603119,0.12515179812908173,0.0,0.0,0.0,-2.7907611805412636e-29,3.261757321673468e-29
7.368,-0.023504341021180153,0.11321964114904404,0.12439841777086258,0.0,0.0,0.0,-2.7907611805412636e-29,3.261757321673468e-29
7.392,-0.022984247654676437,0.11123235523700714,0.12393076717853546,0.0,0.0,0.0,-2.7907611805412636e-29,3.261757321673468e-29
7.408,-0.022572550922632217,0.10902509093284607,0.12390228360891342,0.0,0.0,0.0,-1.2902140266469907e-28,1.5053010644249868e-28
7.428,-0.02231777086853981,0.10749068111181259,0.12378478795289993,0.0,0.0,0.0,-1.2902140266469907e-28,1.5053010644249868e-28
