current_time,velocity.x,velocity.y,velocity.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y
8.24,-0.009749040938913822,0.050526395440101624,0.10634394735097885,0.0,0.0,0.0,4.667875643561409e-28,-5.443476661857364e-28
8.24,-0.009749040938913822,0.050526395440101624,0.10634394735097885,0.0,0.0,0.0,4.667875643561409e-28,-5.443476661857364e-28
8.26,-0.009551197290420532,0.049365587532520294,0.10555276274681091,0.0,0.0,0.0,4.408226275844063e-28,-5.140479215248717e-28
8.28,-0.009427251294255257,0.048948049545288086,0.10487024486064911,0.0,0.0,0.0,4.408226275844063e-28,-5.140479215248717e-28
8.304,-0.009105559438467026,0.04797268658876419,0.10426459461450577,0.0,0.0,0.0,3.9073563267864555e-28,-4.556222891362101e-28
8.32,-0.008793124929070473,0.04738198220729828,0.10404788702726364,0.0,0.0,0.0,3.9073563267864555e-28,-4.556222891362101e-28
8.34,-0.0076871211640536785,0.04698805510997772,0.10374540090560913,0.0,0.0,0.0,3.9073563267864555e-28,-4.556222891362101e-28
8.36,-0.0075552151538431644,0.04673702269792557,0.10353756695985794,0.0,0.0,0.0,3.1789687432298017e-28,-3.706667891144417e-28
8.38,-0.00717779528349638,0.0462888665497303,0.10375513881444931,0.0,0.0,0.0,3.1789687432298017e-28,-3.706667891144417e-28
8.4,-0.007161767687648535,0.04599926993250847,0.103888601064682,0.0,0.0,0.0,2.175019498596069e-28,-2.5357868052034475e-28
8.42,-0.006794578395783901,0.04573293775320053,0.10384068638086319,0.0,0.0,0.0,2.175019498596069e-28,-2.5357868052034475e-28
8.44,-0.006347550544887781,0.0456073172390461,0.10381834954023361,0.0,0.0,0.0,1.120551523370933e-28,-1.3060394225803268e-28
8.46,-0.006337169092148542,0.0455838106572628,0.10407689213752747,0.0,0.0,0.0,1.120551523370933e-28,-1.3060394225803268e-28
8.48,-0.006053367163985968,0.04470023140311241,0.10328773409128189,0.0,0.0,0.0,8.361221369212228e-32,-2.4369441129155405e-32
8.5,-0.005529110319912434,0.04336533322930336,0.10111241042613983,0.0,0.0,0.0,8.361221369212228e-32,-2.4369441129155405e-32
8.52,-0.005431251600384712,0.04189233481884003,0.09912844002246857,0.0,0.0,0.0,8.361221369212228e-32,-2.4369441129155405e-32
8.54,-0.0046189711429178715,0.040996160358190536,0.09765403717756271,0.0,0.0,0.0,-1.2184577378404713e-28,1.4216275279937987e-28
8.56,-0.004300993867218494,0.03970165550708771,0.09631634503602982,0.0,0.0,0.0,-1.2184577378404713e-28,1.4216275279937987e-28
8.58,-0.0038139563985168934,0.03909943252801895,0.09513972699642181,0.0,0.0,0.0,-2.0820165748262106e-28,2.42863266336247e-28
8.604,-0.0036076968535780907,0.038784828037023544,0.09397729486227036,0.0,0.0,0.0,-2.0820165748262106e-28,2.42863266336247e-28
8.62,-0.002820925321429968,0.03831218555569649,0.09321381151676178,0.0,0.0,0.0,-3.0239405319302244e-28,3.526975169015068e-28
8.64,-0.002313728677108884,0.037668440490961075,0.09249290823936462,0.0,0.0,0.0,-3.0239405319302244e-28,3.526975169015068e-28
8.66,-0.0020747692324221134,0.036973610520362854,0.09160159528255463,0.0,0.0,0.0,-3.7897882596995027e-28,4.419950500605307e-28
8.68,-0.0014176492113620043,0.036357730627059937,0.0909896194934845,0.0,0.0,0.0,-3.7897882596995027e-28,4.419950500605307e-28
8.7,-0.001158202183432877,0.035979099571704865,0.09040341526269913,0.0,0.0,0.0,-4.334962743655852e-28,5.055560219546599e-28
8.72,-0.0011103370925411582,0.03561614453792572,0.09033261239528656,0.0,0.0,0.0,-4.334962743655852e-28,5.055560219546599e-28
8.74,-0.0011744424700737,0.035772655159235,0.08945944160223007,0.0,0.0,0.0,-4.334962743655852e-28,5.055560219546599e-28
8.76,-0.0007665237644687295,0.035859402269124985,0.0887705385684967,0.0,0.0,0.0,-4.627722650832125e-28,5.396795856045934e-28
8.78,-0.0007357804570347071,0.035754892975091934,0.08856842666864395,0.0,0.0,0.0,-4.627722650832125e-28,5.396795856045934e-28
8.8,-0.000367227999959141,0.03607811778783798,0.08825680613517761,0.0,0.0,0.0,-4.651016725425297e-28,5.423786164379905e-28
8.82,-0.0002876326907426119,0.03599286451935768,0.0881037563085556,0.0,0.0,0.0,-4.651016725425297e-28,5.423786164379905e-28
8.84,-7.8372991993092e-05,0.036007653921842575,0.0879896804690361,0.0,0.0,0.0,-4.403493642952802e-28,5.134959293843754e-28
8.86,-0.0002683380153030157,0.036360666155815125,0.08805834501981735,0.0,0.0,0.0,-4.403493642952802e-28,5.134959293843754e-28
8.88,-0.0002876669750548899,0.03573900833725929,0.08740416169166565,0.0,0.0,0.0,-3.899570412560872e-28,4.54713276533231e-28
8.9,0.0003457897109910846,0.03497418388724327,0.08567705005407333,0.0,0.0,0.0,-3.899570412560872e-28,4.54713276533231e-28
8.92,0.0005410430021584034,0.03384311869740486,0.08406626433134079,0.0,0.0,0.0,-3.16858469080291e-28,3.6945368053324096e-28
8.94,0.0009743947302922606,0.03325098007917404,0.0829155445098877,0.0,0.0,0.0,-3.16858469080291e-28,3.6945368053324096e-28
8.964,0.001938049914315343,0.03238717094063759,0.0818256214261055,0.0,0.0,0.0,-2.2530967848769573e-28,2.6268164342951586e-28
