current_time,velocity.x,velocity.y,velocity.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y
7.508,-0.021705862134695053,0.10185878723859787,0.1239965632557869,0.0,0.0,0.0,-3.6481783326432504e-28,4.254835663874181e-28
7.5120000000000005,-0.021705862134695053,0.10185878723859787,0.1239965632557869,0.0,0.0,0.0,-3.6481783326432504e-28,4.254835663874181e-28
7.532,-0.021301038563251495,0.09944768995046616,0.1244196891784668,0.0,0.0,0.0,-3.6481783326432504e-28,4.254835663874181e-28
7.556,-0.020952550694346428,0.09856110066175461,0.12476556748151779,0.0,0.0,0.0,-4.284211237175051e-28,4.996392973633173e-28
7.572,-0.020572060719132423,0.09795385599136353,0.12544681131839752,0.0,0.0,0.0,-4.284211237175051e-28,4.996392973633173e-28
7.592,-0.020572060719132423,0.09795385599136353,0.12544681131839752,0.0,0.0,0.0,-4.284211237175051e-28,4.996392973633173e-28
7.612,-0.020222576335072517,0.09756049513816833,0.12613224983215332,0.0,0.0,0.0,-4.637646353974598e-28,5.408356242048066e-28
7.632,-0.020013101398944855,0.0963246300816536,0.12761305272579193,0.0,0.0,0.0,-4.637646353974598e-28,5.408356242048066e-28
7.652,-0.020013101398944855,0.0963246300816536,0.12761305272579193,0.0,0.0,0.0,-4.642972704355489e-28,5.414388948621139e-28
7.672,-0.019331809133291245,0.0934220626950264,0.12654909491539001,0.0,0.0,0.0,-4.642972704355489e-28,5.414388948621139e-28
7.692,-0.019331809133291245,0.0934220626950264,0.12654909491539001,0.0,0.0,0.0,-4.377944729796546e-28,5.1051530200291645e-28
7.716,-0.0184276532381773,0.08825872838497162,0.12323230504989624,0.0,0.0,0.0,-4.377944729796546e-28,5.1051530200291645e-28
7.736,-0.01830277405679226,0.0854734256863594,0.12203723937273026,0.0,0.0,0.0,-3.8579993117888475e-28,4.498655297537642e-28
7.752,-0.01830277405679226,0.0854734256863594,0.12203723937273026,0.0,0.0,0.0,-3.7990284120247863e-28,4.429871574948192e-28
7.772,-0.017660779878497124,0.08043981343507767,0.11976933479309082,0.0,0.0,0.0,-3.7990284120247863e-28,4.429871574948192e-28
7.792,-0.01723593659698963,0.07854296267032623,0.11898446828126907,0.0,0.0,0.0,-3.113412195377075e-28,3.6302089862251144e-28
7.812,-0.01705203577876091,0.07671000063419342,0.1181882843375206,0.0,0.0,0.0,-3.113412195377075e-28,3.6302089862251144e-28
7.832,-0.01677984744310379,0.07510663568973541,0.1177906021475792,0.0,0.0,0.0,-2.09617239162117e-28,2.443830242571267e-28
7.852,-0.01677984744310379,0.07510663568973541,0.1177906021475792,0.0,0.0,0.0,-2.09617239162117e-28,2.443830242571267e-28
7.876,-0.01617414318025112,0.07240229845046997,0.11757475137710571,0.0,0.0,0.0,-8.328698942321284e-29,9.705452575431319e-29
7.892,-0.016027789562940598,0.07133053988218307,0.11740632355213165,0.0,0.0,0.0,-8.328698942321284e-29,9.705452575431319e-29
7.912,-0.016027789562940598,0.07133053988218307,0.11740632355213165,0.0,0.0,0.0,-8.328698942321284e-29,9.705452575431319e-29
7.932,-0.014661408960819244,0.06874305754899979,0.11764748394489288,0.0,0.0,0.0,2.932013167882216e-29,-3.426506889747502e-29
7.952,-0.014661408960819244,0.06874305754899979,0.11764748394489288,0.0,0.0,0.0,2.932013167882216e-29,-3.426506889747502e-29
7.9719999999999995,-0.014638747088611126,0.06783080101013184,0.1182778850197792,0.0,0.0,0.0,1.4022007197980084e-28,-1.6358954012685588e-28
