current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_euler.x,payload_euler.y,payload_euler.z,simulink_acc_sp.x,simulink_acc_sp.y,simulink_acc_sp.y
1633548897.567343,-0.006594120059162378,0.005055309273302555,-7.401138782501221,0.000596134050283581,-0.0001469844428356737,0.021546896547079086,0.0,0.0,0.0,nan,nan,nan,-0.00029819519841112196,7.426095544360578e-05,7.426095544360578e-05,-0.00031544468947686255,-0.0010169531451538205,-1.5730252265930176,8.394563178451e-05,-0.0004144013337912915,0.0990832463465631
1633548897.567645,-0.006594120059162378,0.005055309273302555,-7.401138782501221,0.000596134050283581,-0.0001469844428356737,0.021546896547079086,0.0,0.0,0.0,nan,nan,nan,-0.00029819519841112196,7.426095544360578e-05,7.426095544360578e-05,-0.00031544468947686255,-0.0010169531451538205,-1.5730252265930176,8.394563178451e-05,-0.0004144013337912915,0.0990832463465631
1633548897.577806,-0.006639801897108555,0.005078141577541828,-7.401008129119873,0.000562927860300988,-0.00014962210843805224,0.021259943023324013,0.0,0.0,0.0,nan,nan,nan,-0.0007241672719828784,9.846903412835672e-05,9.846903412835672e-05,-0.0002812743477988988,-0.0009917565621435642,-1.5730743408203125,0.00018478516583871773,-0.0004748092209630639,0.09724369587376713
1633548897.587781,-0.006681845989078283,0.005099519155919552,-7.400794982910156,0.000520834291819483,-0.00015752635954413563,0.020830007269978523,0.0,0.0,0.0,nan,nan,nan,-0.0007241672719828784,9.846903412835672e-05,9.846903412835672e-05,-0.00022968652774579823,-0.0009523794869892299,-1.5731450319290161,0.0002272722651529332,-0.0005507639878597247,0.09652108063921333
1633548897.597817,-0.006724701728671789,0.0051206867210567,-7.40068244934082,0.0004907221300527453,-0.00016492081340402365,0.020539231598377228,0.0,0.0,0.0,nan,nan,nan,-0.0004144013219047338,8.394563337787986e-05,8.394563337787986e-05,-0.00017781306814868003,-0.0009111743420362473,-1.5732121467590332,0.0002272722651529332,-0.0005507639878597247,0.09652108063921333
1633548897.607791,-0.006764551624655724,0.005140418652445078,-7.40048885345459,0.0004527646233327687,-0.00018064733012579381,0.02011055499315262,0.0,0.0,0.0,nan,nan,nan,-0.0004144013219047338,8.394563337787986e-05,8.394563337787986e-05,-0.00014313560677692294,-0.0008827299461700022,-1.573255181312561,0.00038356755799548285,-0.0003328747266498791,0.0944656197167933
1633548897.617819,-0.006803249940276146,0.005159212742000818,-7.400298118591309,0.00041743391193449497,-0.00020114128710702062,0.019705994054675102,0.0,0.0,0.0,nan,nan,nan,-0.000550763972569257,0.00022727226314600557,0.00022727226314600557,-9.106794459512457e-05,-0.0008386700064875185,-1.573317527770996,0.00048787476386283324,-0.0003417604768157405,0.09315312439575792
1633548897.627818,-0.006842661648988724,0.0051780096255242825,-7.400187015533447,0.0003924495540559292,-0.00021715443290304393,0.019441669806838036,0.0,0.0,0.0,nan,nan,nan,-0.000550763972569257,0.00022727226314600557,0.00022727226314600557,-5.637085996568203e-05,-0.000808411801699549,-1.5733578205108643,0.00048787476386283324,-0.0003417604768157405,0.09315312439575792
1633548897.637796,-0.0068810125812888145,0.0051960754208266735,-7.400075912475586,0.0003693118051160127,-0.0002349129063077271,0.019181616604328156,0.0,0.0,0.0,nan,nan,nan,-0.0003328747407067567,0.0003835675597656518,0.0003835675597656518,-4.42280588686117e-06,-0.0007617813535034657,-1.5734162330627441,0.0006719770748048026,-0.00032314584746983546,0.09126053692772984
1633548897.647772,-0.006916704121977091,0.0052123344503343105,-7.3998918533325195,0.0003432277590036392,-0.00026332898414693773,0.018808813765645027,0.0,0.0,0.0,nan,nan,nan,-0.0003328747407067567,0.0003835675597656518,0.0003835675597656518,3.0106079066172242e-05,-0.0007299198186956346,-1.5734535455703735,0.000659017060632749,-0.0004097462944664752,0.0906039564497769
1633548897.657798,-0.006951272953301668,0.005227625835686922,-7.399712085723877,0.00032245879992842674,-0.000292719661956653,0.018463503569364548,0.0,0.0,0.0,nan,nan,nan,-0.00032314585405401886,0.0006719770608469844,0.0006719770608469844,8.169503416866064e-05,-0.0006810644408687949,-1.5735067129135132,0.000659017060632749,-0.0004097462944664752,0.0906039564497769
1633548897.667781,-0.006985893007367849,0.00524316169321537,-7.399602890014648,0.0003089777019340545,-0.00031237080111168325,0.01823122426867485,0.0,0.0,0.0,nan,nan,nan,-0.00032314585405401886,0.0006719770608469844,0.0006719770608469844,0.00011592785449465737,-0.0006478427676483989,-1.573540210723877,0.0010634934701228935,-0.0003052633681716678,0.08847695065662264
1633548897.67784,-0.0070183458738029,0.005256726872175932,-7.399435043334961,0.00029761792393401265,-0.00034048286033794284,0.01789795607328415,0.0,0.0,0.0,nan,nan,nan,-0.00040974628063850105,0.00065901706693694,0.00065901706693694,0.00016700061678420752,-0.0005971241043880582,-1.573587417602539,0.0009382765906963489,-0.0004316894619178234,0.08791245793923735
1633548897.687793,-0.007049876265227795,0.005269487854093313,-7.3992695808410645,0.00029058355721645057,-0.0003667863202281296,0.0175777655094862,0.0,0.0,0.0,nan,nan,nan,-0.00040974628063850105,0.00065901706693694,0.00065901706693694,0.00020084452989976853,-0.000562767731025815,-1.5736167430877686,0.0009382765906963489,-0.0004316894619178234,0.08791245793923735
