current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y,payload_angles.z,payload_angles_rate.x,payload_angles_rate.y,payload_angles_rate.z
78.828,0.015664316713809967,-0.021669745445251465,-2.570024013519287,-0.004512879531830549,0.004760265350341797,-0.03370392695069313,0.0,0.0,0.0,0.010658075101673603,0.020951293408870697,-0.033687591552734375,0.2962398827075958,-0.07472553104162216,-0.07472553104162216,0.0011462507683499764,-0.0003066073942944077,-1.5667728754050974,-0.001873440327204799,0.006603110990341154,2.7984397073124542e-05
78.828,0.015664316713809967,-0.021669745445251465,-2.570024013519287,-0.004512879531830549,0.004760265350341797,-0.03370392695069313,0.0,0.0,0.0,0.010658075101673603,0.020951293408870697,-0.033687591552734375,0.2962398827075958,-0.07472553104162216,-0.07472553104162216,0.0011462507683499764,-0.0003066073942944077,-1.5667728754050974,-0.001873440327204799,0.006603110990341154,2.7984397073124542e-05
78.84,0.01541830226778984,-0.02195889689028263,-2.5703508853912354,-0.0038663018494844437,0.00595533661544323,-0.03367219492793083,0.0,0.0,0.0,0.010901194997131824,0.021243996918201447,-0.033376216888427734,0.29485490918159485,-0.07653923332691193,-0.07653923332691193,0.0011462507683499764,-0.0003066073942944077,-1.5667728754050974,-0.001873440327204799,0.006603110990341154,2.7984397073124542e-05
78.848,0.01541830226778984,-0.02195889689028263,-2.5703508853912354,-0.0038663018494844437,0.00595533661544323,-0.03367219492793083,0.0,0.0,0.0,0.010901194997131824,0.021243996918201447,-0.033376216888427734,0.29485490918159485,-0.07653923332691193,-0.07653923332691193,0.0011462507683499764,-0.0003066073942944077,-1.5667728754050974,-0.001873440327204799,0.006603110990341154,2.7984397073124542e-05
78.86,0.015192899852991104,-0.022207198664546013,-2.57070255279541,-0.0034903869964182377,0.006125547923147678,-0.033396024256944656,0.0,0.0,0.0,0.011123388074338436,0.02149472013115883,-0.03303694725036621,0.29425114393234253,-0.0797853097319603,-0.0797853097319603,0.0011462507683499764,-0.0003066073942944077,-1.5667728754050974,-0.001873440327204799,0.006603110990341154,2.7984397073124542e-05
78.868,0.015192899852991104,-0.022207198664546013,-2.57070255279541,-0.0034903869964182377,0.006125547923147678,-0.033396024256944656,0.0,0.0,0.0,0.011123388074338436,0.02149472013115883,-0.03303694725036621,0.29425114393234253,-0.0797853097319603,-0.0797853097319603,0.0010470951087819846,-6.136163062920506e-06,-1.5667721775504877,-0.0022648783411854372,0.0059670393174560896,-2.7177337481041887e-06
78.88,0.014987918548285961,-0.022426266223192215,-2.570972204208374,-0.0027287963312119246,0.006655866280198097,-0.032941605895757675,0.0,0.0,0.0,0.011328070424497128,0.021717339754104614,-0.03272700309753418,0.2938452959060669,-0.07922748476266861,-0.07922748476266861,0.0010470951087819846,-6.136163062920506e-06,-1.5667721775504877,-0.0022648783411854372,0.0059670393174560896,-2.7177337481041887e-06
78.888,0.014987918548285961,-0.022426266223192215,-2.570972204208374,-0.0027287963312119246,0.006655866280198097,-0.032941605895757675,0.0,0.0,0.0,0.011328070424497128,0.021717339754104614,-0.03272700309753418,0.2938452959060669,-0.07922748476266861,-0.07922748476266861,0.0010470951087819846,-6.136163062920506e-06,-1.5667721775504877,-0.0022648783411854372,0.0059670393174560896,-2.7177337481041887e-06
78.9,0.014888213947415352,-0.02251260355114937,-2.5711829662323,-0.002352640265598893,0.006568761542439461,-0.033027999103069305,0.0,0.0,0.0,0.011511562392115593,0.021912096068263054,-0.03244519233703613,0.2932741343975067,-0.07564989477396011,-0.07564989477396011,0.0010470951087819846,-6.136163062920506e-06,-1.5667721775504877,-0.0022648783411854372,0.0059670393174560896,-2.7177337481041887e-06
78.908,0.014803090132772923,-0.0226204302161932,-2.5712695121765137,-0.0022249065805226564,0.006827627774327993,-0.032847050577402115,0.0,0.0,0.0,0.011511562392115593,0.021912096068263054,-0.03244519233703613,0.2932741343975067,-0.07564989477396011,-0.07564989477396011,0.0009305321618152371,0.00026372270653754156,-1.5667736513193444,-0.002531711215522041,0.0052798955222041625,-4.520108597225231e-05
