timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
238787703,-33.924807468306405,18.866371459160185,130.18384,158.24487,-0.0,0.9808171,1.6875579,0.0,2,0,0,0
239777720,-33.9248177992749,18.866370618569878,130.27063,158.28874,-0.0,0.98054326,1.6879085,0.0,2,0,0,0
240777738,-33.92482911377334,18.866370283679082,130.31007,158.27028,-0.0,0.98037046,1.687481,0.0,2,0,0,0
241787755,-33.92483398691971,18.866370638426577,130.17938,158.07338,-0.0,0.98049337,1.6872208,0.0,2,0,0,0
242777771,-33.9248264230926,18.866370428486956,130.05266,157.8998,-0.0,0.9801107,1.6875625,0.0,2,0,0,0
243777787,-33.924812647569,18.866370888392,130.12213,157.92876,-0.0,0.9801085,1.6871334,0.0,2,0,0,0
244777802,-33.92480013513002,18.86637030495014,130.17973,157.95233,-0.0,0.9801185,1.687643,0.0,2,0,0,0
245787817,-33.92478676530954,18.866370917697786,130.21194,157.96231,-0.0,0.9803195,1.6873839,0.0,2,0,0,0
246777832,-33.92477510835631,18.866370354013885,130.23805,157.9659,-0.0,0.9800503,1.6877294,0.0,2,0,0,0
247777846,-33.92476235997944,18.866369477492107,130.24156,157.94225,-0.0,0.9798985,1.687306,0.0,2,0,0,0
248787859,-33.92475091353909,18.866367837479494,130.19926,157.87308,-0.0,0.98004353,1.6879971,0.0,2,0,0,0
249777873,-33.92473962604018,18.866366538013416,130.28413,157.91959,-0.0,0.97981405,1.6874026,0.0,2,0,0,0
250777882,-33.92472935098319,18.866364603699708,130.25983,157.85577,-0.0,0.9797848,1.6879154,0.0,2,0,0,0
251777893,-33.92471810862296,18.86636288940034,130.19579,157.74146,-0.0,0.9799926,1.6874907,0.0,2,0,0,0
252787903,-33.92470722529637,18.86636084334646,130.2349,157.74933,-0.0,0.9803492,1.6872365,0.0,2,0,0,0
253777914,-33.92469667939031,18.8663588355897,130.25375,157.73056,-0.0,0.97995025,1.6875832,0.0,2,0,0,0
254777922,-33.92468625956022,18.866356846805367,130.30774,157.74484,-0.0,0.9798279,1.6871535,0.0,2,0,0,0
255777930,-33.92467520422113,18.86635564044283,130.21558,157.60318,-0.0,0.9797067,1.6876669,0.0,2,0,0,0
256777938,-33.92466924904236,18.866355510271454,130.1884,157.52826,-0.0,0.97982436,1.687244,0.0,2,0,0,0
257777945,-33.9246757024527,18.8663571836149,130.03941,157.32697,-0.0,0.98008,1.6877528,0.0,2,0,0,0
258777952,-33.92468812665113,18.866359434685638,130.20082,157.42438,-0.0,0.9804311,1.6873219,0.0,2,0,0,0
259787965,-33.92470065253357,18.86636219815343,130.234,157.36418,-0.0,0.9809754,1.6880044,0.0,2,0,0,0
260777964,-33.92471346082609,18.866365534160433,130.14935,157.18953,-0.0,0.98103094,1.6874095,0.0,2,0,0,0
261777968,-33.92472522069782,18.866369071541083,130.26192,157.20807,-0.0,0.98094034,1.6879292,0.0,2,0,0,0
262777972,-33.924736675483075,18.8663711350285,130.32632,157.17291,-0.0,0.9806756,1.6875027,0.0,2,0,0,0
263777976,-33.92474805667242,18.866373483407784,130.17351,156.91931,-0.0,0.98047304,1.6870747,0.0,2,0,0,0
264777980,-33.92475943438801,18.866376436819145,130.01424,156.66109,-0.0,0.98069614,1.6875914,0.0,2,0,0,0
265777982,-33.924769746469835,18.866378836525758,130.04031,156.59721,-0.0,0.9811679,1.6871697,0.0,2,0,0,0
266787988,-33.92478070721683,18.86638161932547,130.05045,156.5503,-0.0,0.9813613,1.6878555,0.0,2,0,0,0
267777988,-33.92479097994049,18.866384146286247,130.09036,156.56442,-0.0,0.98100567,1.6872592,0.0,2,0,0,0
268777989,-33.92480181215814,18.866387749805135,130.13643,156.59503,-0.0,0.9811542,1.6877742,0.0,2,0,0,0
269777992,-33.92480787597572,18.86639012415207,129.95703,156.41159,-0.0,0.9813069,1.6873504,0.0,2,0,0,0
270777992,-33.92480737305688,18.866389989358588,129.70969,156.20032,-0.0,0.98132527,1.687864,0.0,2,0,0,0
271778022,-33.924805410229766,18.866388761701778,128.90627,155.46573,-0.0,0.98135865,1.6874365,0.0,2,0,0,0
272777993,-33.92480428313614,18.86638836020537,128.02296,154.66478,-0.0,0.9816251,1.6871836,0.0,2,0,0,0
273787992,-33.924803255115215,18.86638769611507,127.02801,153.73058,-0.0,0.9823395,1.6880064,0.0,2,0,0,0
274777991,-33.924804203386465,18.86638879139669,125.951454,152.70198,-0.0,0.98232687,1.6873473,0.0,2,0,0,0
275777990,-33.924805106141946,18.866389231927283,125.10596,151.88731,-0.0,0.9827397,1.6879233,0.0,2,0,0,0
276777990,-33.92480703910342,18.86638456119146,124.30899,151.17354,-0.0,0.98307955,1.6874216,124.17321,2,0,1,0
277777989,-33.92481061900018,18.86637630863316,123.75548,150.72003,-0.0,0.98329943,1.6878847,123.836464,2,0,1,0
278777990,-33.92481769556287,18.86636867088523,123.80615,150.8702,-0.0,0.983481,1.6874143,123.636765,2,0,1,0
279777991,-33.92482775808948,18.866361330276735,123.21193,150.3761,-0.0,0.9836336,1.6878974,123.13205,2,0,1,0
280788024,-33.92483391364427,18.86635581014424,122.67162,149.93617,-0.0,0.98391503,1.6876032,122.62922,2,0,1,0
