timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
14559414,0.47715235,0.92853034,0.0021077667,0.0,0.0,-0.001
14594385,0.4771747,0.92857933,0.002154303,0.0,0.0,-0.001
14624400,0.47713506,0.9286294,0.002099956,0.0,0.0,-0.001
14659372,0.47706184,0.92855805,0.0021398903,0.0,0.0,-0.001
14694421,0.4769566,0.92851573,0.002196531,0.0,0.0,-0.001
14724389,0.47688442,0.9284352,0.0021993862,0.0,0.0,-0.001
14759358,0.47679448,0.92854905,0.0022088857,0.0,0.0,-0.001
14789368,0.47666624,0.9286267,0.0022065178,0.0,0.0,-0.001
14824359,0.47663307,0.92859375,0.0021829547,0.0,0.0,-0.001
14854448,0.47656804,0.92854434,0.0022387183,0.0,0.0,-0.001
14889406,0.47635257,0.9284478,0.002235122,0.0,0.0,-0.001
14924376,0.47622204,0.92847085,0.002270706,0.0,0.0,-0.001
14954451,0.47607896,0.9282904,0.0022921802,0.0,0.0,-0.001
14989493,0.4759212,0.92838514,0.0022525315,0.0,0.0,-0.001
15019444,0.47603175,0.9283343,0.0023251171,0.0,0.0,-0.001
15054564,0.47589833,0.9282861,0.002297112,0.0,0.0,-0.001
15089498,0.4760243,0.9282937,0.0022681055,0.0,0.0,-0.001
15124445,0.4758875,0.9283009,0.0023820163,0.0,0.0,-0.001
15154448,0.4757558,0.9283253,0.0023221606,0.0,0.0,-0.001
15184525,0.475663,0.92856514,0.0024190815,0.0,0.0,-0.001
15219422,0.47521162,0.9286444,0.0023730402,0.0,0.0,-0.001
15254439,0.47509786,0.9284627,0.0024430333,0.0,0.0,-0.001
15289370,0.4748386,0.92876846,0.00238317,0.0,0.0,-0.001
15319400,0.47472492,0.92872435,0.0023943323,0.0,0.0,-0.001
15354439,0.4745093,0.92897046,0.0023128625,0.0,0.0,-0.001
15384493,0.47426286,0.9291274,0.002409336,0.0,0.0,-0.001
15414391,0.47409043,0.9291476,0.0023107152,0.0,0.0,-0.001
15449469,0.47400978,0.9294621,0.0022513801,0.0,0.0,-0.001
15484509,0.4741798,0.92964375,0.0023728264,0.0,0.0,-0.001
15519584,0.47384202,0.9298519,0.0023272266,0.0,0.0,-0.001
15549448,0.47389877,0.93029505,0.0022369723,0.0,0.0,-0.001
15579455,0.47380102,0.93087226,0.0022942242,0.0,0.0,-0.001
15614517,0.47403854,0.9312334,0.002270907,0.0,0.0,-0.001
15649595,0.4741019,0.9317604,0.0022352547,0.0,0.0,-0.001
15684483,0.47423905,0.93230695,0.0023219818,0.0,0.0,-0.001
15714422,0.4742935,0.9327191,0.0022688105,0.0,0.0,-0.001
15749463,0.47416764,0.93368113,0.0022341274,0.0,0.0,-0.001
15779546,0.47418875,0.9343885,0.0022365132,0.0,0.0,-0.001
15814525,0.47409707,0.9353319,0.0022319444,0.0,0.0,-0.001
15844440,0.47365707,0.93602484,0.002219194,0.0,0.0,-0.001
15879596,0.4733519,0.9369261,0.0022091088,0.0,0.0,-0.001
15914614,0.47321528,0.9376316,0.0022014065,0.0,0.0,-0.001
15944546,0.4729699,0.93767107,0.0021841752,0.0,0.0,-0.001
15979503,0.4726037,0.9375515,0.002171385,0.0,0.0,-0.001
16009502,0.47245765,0.9376674,0.0022151126,0.0,0.0,-0.001
16044547,0.47241208,0.9377805,0.0022156965,0.0,0.0,-0.001
16079546,0.4721491,0.93761075,0.0022292999,0.0,0.0,-0.001
16109526,0.471895,0.93742543,0.0022169165,0.0,0.0,-0.001
16144523,0.47226167,0.9364009,0.0022182572,0.0,0.0,-0.001
16174504,0.47240257,0.9354336,0.002224477,0.0,0.0,-0.001
16209482,0.47260886,0.9341776,0.002224354,0.0,0.0,-0.001
16244549,0.47297195,0.93303454,0.0022609984,0.0,0.0,-0.001
16279528,0.47330365,0.931977,0.0022415982,0.0,0.0,-0.001
16309511,0.47350374,0.93093944,0.0022172472,0.0,0.0,-0.001
16339481,0.47382233,0.93023354,0.0022340848,0.0,0.0,-0.001
16374634,0.47414735,0.92976624,0.002242072,0.0,0.0,-0.001
16404591,0.47428864,0.9295905,0.0022463505,0.0,0.0,-0.001
16439585,0.474512,0.9295465,0.0022362396,0.0,0.0,-0.001
16474547,0.47471315,0.9294736,0.002238934,0.0,0.0,-0.001
16509654,0.47461265,0.9294869,0.002222593,0.0,0.0,-0.001
16539612,0.47460234,0.9290207,0.0022457142,0.0,0.0,-0.001
16569610,0.47449636,0.9284661,0.002215484,0.0,0.0,-0.001
16604521,0.47442433,0.9278926,0.0022447342,0.0,0.0,-0.001
16639511,0.47432694,0.927208,0.0022316657,0.0,0.0,-0.001
16674576,0.4741795,0.9266441,0.0022154814,0.0,0.0,-0.001
16704585,0.47405127,0.92616445,0.0022228127,0.0,0.0,-0.001
16734534,0.47372717,0.9256681,0.0022087886,0.0,0.0,-0.001
16769628,0.4732328,0.92527497,0.0021959157,0.0,0.0,-0.001
16804694,0.47290498,0.92479223,0.0022077633,0.0,0.0,-0.001
16839656,0.47274217,0.92442423,0.0022117682,0.0,0.0,-0.001
16869600,0.4724574,0.92418796,0.0021945958,0.0,0.0,-0.001
16904673,0.47205535,0.92389816,0.002217872,0.0,0.0,-0.001
16934657,0.47172284,0.9235073,0.0022043067,0.0,0.0,-0.001
16969659,0.47117975,0.92303646,0.0021932716,0.0,0.0,-0.001
16999650,0.47029647,0.92260206,0.002217596,0.0,0.0,-0.001
17034602,0.46956593,0.9221345,0.0021975182,0.0,0.0,-0.001
17069567,0.46883953,0.9216683,0.002168327,0.0,0.0,-0.001
17099628,0.46825662,0.9213715,0.0021747116,0.0,0.0,-0.001
17134612,0.46754923,0.9211378,0.0021743071,0.0,0.0,-0.001
17164609,0.46749264,0.9211905,0.0021623215,0.0,0.0,-0.001
17199577,0.46730787,0.92129475,0.0021646041,0.0,0.0,-0.001
17234648,0.46695355,0.92121655,0.002144147,0.0,0.0,-0.001
17264850,0.46682346,0.9213536,0.0021293971,0.0,0.0,-0.001
17299791,0.46688634,0.92161655,0.002103033,0.0,0.0,-0.001
17329748,0.46649978,0.92140466,0.002137814,0.0,0.0,-0.001
17364703,0.46578082,0.9210359,0.0021079413,0.0,0.0,-0.001
17399874,0.46503007,0.92072666,0.0021060382,0.0,0.0,-0.001
17434783,0.4645058,0.92032343,0.0021130564,0.0,0.0,-0.001
17464748,0.46403053,0.9198034,0.0020768852,0.0,0.0,-0.001
17494703,0.46358672,0.91950923,0.0020960125,0.0,0.0,-0.001
17529619,0.463254,0.91916335,0.0021066475,0.0,0.0,-0.001
17559683,0.46278512,0.9191475,0.0020572157,0.0,0.0,-0.001
17594671,0.462206,0.91907287,0.0020736319,0.0,0.0,-0.001
17629623,0.46178076,0.91907144,0.002098895,0.0,0.0,-0.001
17659652,0.4614461,0.91892266,0.0020455434,0.0,0.0,-0.001
17694711,0.46105298,0.91882074,0.002061727,0.0,0.0,-0.001
17724682,0.46060586,0.91908604,0.0019973514,0.0,0.0,-0.001
17759739,0.46023524,0.92010087,0.0020194638,0.0,0.0,-0.001
17794766,0.46003982,0.9212443,0.0020727457,0.0,0.0,-0.001
17829773,0.4600105,0.9223971,0.002104633,0.0,0.0,-0.001
17859762,0.4596946,0.9234644,0.0020718123,0.0,0.0,-0.001
17894734,0.45987946,0.92458737,0.0020926984,0.0,0.0,-0.001
17924713,0.45962784,0.9256433,0.0020634127,0.0,0.0,-0.001
17959771,0.45948458,0.92709875,0.002084198,0.0,0.0,-0.001
17994766,0.45925558,0.9282501,0.002106468,0.0,0.0,-0.001
18024696,0.45891213,0.9293635,0.0020881654,0.0,0.0,-0.001
18059667,0.45848125,0.9305688,0.0021006467,0.0,0.0,-0.001
18089687,0.4581006,0.9313666,0.0021255394,0.0,0.0,-0.001
18124738,0.45790848,0.93242383,0.0020872448,0.0,0.0,-0.001
18154801,0.4580596,0.933561,0.0021197067,0.0,0.0,-0.001
18189716,0.45788673,0.9345347,0.0021328274,0.0,0.0,-0.001
18224806,0.45803186,0.93540823,0.0021371162,0.0,0.0,-0.001
18254819,0.4580724,0.9362004,0.0021484005,0.0,0.0,-0.001
18289878,0.4581174,0.93683314,0.0021569682,0.0,0.0,-0.001
18319749,0.45833743,0.93748474,0.0021708964,0.0,0.0,-0.001
18354819,0.45775238,0.93788,0.002171749,0.0,0.0,-0.001
18389793,0.4571854,0.938294,0.0021585233,0.0,0.0,-0.001
18419796,0.4567108,0.938395,0.0021968412,0.0,0.0,-0.001
18454723,0.45616204,0.9386232,0.0021762059,0.0,0.0,-0.001
18484778,0.45572257,0.93866384,0.0022113472,0.0,0.0,-0.001
18519728,0.4553093,0.9386748,0.0021904323,0.0,0.0,-0.001
18554741,0.45546794,0.93827367,0.0021738575,0.0,0.0,-0.001
18589787,0.45564857,0.93790674,0.0021476897,0.0,0.0,-0.001
18619779,0.4558073,0.9375535,0.0021920544,0.0,0.0,-0.001
18649791,0.45596972,0.93718237,0.0021604947,0.0,0.0,-0.001
18684940,0.45622972,0.93664443,0.002189057,0.0,0.0,-0.001
18714853,0.4564761,0.9360781,0.0021677534,0.0,0.0,-0.001
18749831,0.45701858,0.9349055,0.0021512364,0.0,0.0,-0.001
18784845,0.4575706,0.9335884,0.0021875815,0.0,0.0,-0.001
18814803,0.45805037,0.9325589,0.0021611005,0.0,0.0,-0.001
18849865,0.45839933,0.9313606,0.0021436983,0.0,0.0,-0.001
18879857,0.45867157,0.93026155,0.0021625608,0.0,0.0,-0.001
18914782,0.45908874,0.929268,0.002156421,0.0,0.0,-0.001
18949765,0.45988604,0.9285475,0.0021358742,0.0,0.0,-0.001
18984883,0.46054375,0.9277981,0.0021160413,0.0,0.0,-0.001
19014860,0.4609809,0.927313,0.0021221,0.0,0.0,-0.001
19044828,0.46147364,0.9269091,0.00211627,0.0,0.0,-0.001
19079789,0.46172294,0.9265273,0.0021079604,0.0,0.0,-0.001
19114956,0.46232763,0.9261915,0.0021189481,0.0,0.0,-0.001
19149906,0.46264145,0.9261365,0.0021405073,0.0,0.0,-0.001
19179915,0.46312088,0.9259779,0.002116207,0.0,0.0,-0.001
19214865,0.46338233,0.92593575,0.0021248448,0.0,0.0,-0.001
19244962,0.46376166,0.92593884,0.0021163775,0.0,0.0,-0.001
19279949,0.46432889,0.9259709,0.0021314516,0.0,0.0,-0.001
19309906,0.46482053,0.92634684,0.0021546707,0.0,0.0,-0.001
19344855,0.46523842,0.9270086,0.002147312,0.0,0.0,-0.001
19379896,0.46593037,0.927981,0.0021596479,0.0,0.0,-0.001
19409873,0.4662016,0.9287218,0.0021756531,0.0,0.0,-0.001
19444875,0.46681654,0.92977345,0.002192554,0.0,0.0,-0.001
19474830,0.46728647,0.9306728,0.002187349,0.0,0.0,-0.001
19509838,0.46791542,0.9315659,0.0021975636,0.0,0.0,-0.001
19544879,0.47018266,0.93150705,0.0021922188,0.0,0.0,-0.001
19574888,0.4726923,0.93152094,0.0022037108,0.0,0.0,-0.001
19609920,0.4753894,0.9312155,0.002227537,0.0,0.0,-0.001
19640071,0.4776835,0.9308418,0.0022249143,0.0,0.0,-0.001
19675012,0.48035002,0.93019676,0.0022425007,0.0,0.0,-0.001
19710024,0.48315942,0.9297167,0.0022507992,0.0,0.0,-0.001
19739997,0.48552197,0.92793596,0.0022797803,0.0,0.0,-0.001
19775040,0.48835352,0.92548835,0.0022582836,0.0,0.0,-0.001
19804965,0.48984462,0.923593,0.0022854619,0.0,0.0,-0.001
19839891,0.49712336,0.9238286,0.0023486472,0.0,0.0,-0.001
19869934,0.5010078,0.92248416,0.0023612236,0.0,0.0,-0.001
19904932,0.50649947,0.9205038,0.0024082211,0.0,0.0,-0.001
19939878,0.49975544,0.9147788,0.0023322036,0.0,0.0,-0.001
19969885,0.49088216,0.9110678,0.002299256,0.0,0.0,-0.001
20004963,0.48050338,0.90125686,0.0023833683,0.0,0.0,-0.001
20034985,0.4547962,0.89344615,0.0021587554,0.0,0.0,-0.001
20069897,0.424546,0.88319457,0.0018990557,0.0,0.0,-0.001
20104969,0.4046668,0.86926174,0.0018638533,0.0,0.0,-0.001
20140029,0.38539007,0.85858977,0.0016475723,0.0,0.0,-0.001
20170043,0.35813695,0.846532,0.0015354903,0.0,0.0,-0.001
20204976,0.32785136,0.8332742,0.0012045318,0.0,0.0,-0.001
20234969,0.2999194,0.8059524,0.00048478448,0.0,0.0,-0.001
20265044,0.28690487,0.7700444,-0.002005354,0.0,0.0,-0.001
20300007,0.27908233,0.74439585,-0.0009139473,0.0,0.0,-0.001
20334989,0.2705477,0.72112,-0.0004625012,0.0,0.0,-0.001
20369998,0.25948083,0.6998121,0.0002508725,0.0,0.0,-0.001
20399977,0.25029808,0.66365594,-0.00084885245,0.0,0.0,-0.001
20434982,0.24409704,0.60058314,0.00074053544,0.0,0.0,-0.001
20465010,0.24318738,0.5269149,0.0019686725,0.0,0.0,-0.001
20500016,0.23286948,0.39991617,0.0015843402,0.0,0.0,-0.001
20534945,0.23407727,0.25409105,0.00017492303,0.0,0.0,-0.001
20565072,0.2674895,0.15531038,-0.0012687601,0.0,0.0,-0.001
20600055,0.29162255,0.09236492,-0.001019867,0.0,0.0,-0.001
20630088,0.3043129,0.05975421,0.0002235841,0.0,0.0,-0.001
20665156,0.29306197,0.011010343,0.00097227993,0.0,0.0,-0.001
20700091,0.2544492,-0.03634412,0.001596783,0.0,0.0,-0.001
20730057,0.20394625,-0.10778865,0.0005670492,0.0,0.0,-0.001
20765046,0.1379374,-0.18588693,0.0028632735,0.0,0.0,-0.001
20794980,0.09473507,-0.20502788,0.0006566531,0.0,0.0,-0.001
20829974,0.06228619,-0.20217362,-0.0005505376,0.0,0.0,-0.001
20860002,0.05490264,-0.19336976,-0.0024009407,0.0,0.0,-0.001
20895062,0.058835354,-0.16261968,-0.0013103283,0.0,0.0,-0.001
20930037,0.05959134,-0.13900118,-0.00014612864,0.0,0.0,-0.001
20960003,0.066752866,-0.120226786,0.00073176407,0.0,0.0,-0.001
20995002,0.062223256,-0.10854616,0.0005670271,0.0,0.0,-0.001
21025125,0.06593727,-0.09320013,0.00086634356,0.0,0.0,-0.001
21060172,0.08347432,-0.06425374,-0.0002711709,0.0,0.0,-0.001
21095083,0.09897665,-0.045410957,-0.00077356235,0.0,0.0,-0.001
21130059,0.11853038,-0.009169258,-0.00053145614,0.0,0.0,-0.001
21160153,0.14406036,0.03675555,-0.0015783462,0.0,0.0,-0.001
21190117,0.19232315,0.11152927,-0.00033042172,0.0,0.0,-0.001
21225128,0.2729648,0.23650609,-0.0021920318,0.0,0.0,-0.001
21260100,0.3464109,0.369282,-0.0017072854,0.0,0.0,-0.001
21295067,0.38402888,0.5316224,0.0007591184,0.0,0.0,-0.001
21325095,0.38993818,0.67198545,0.002526021,0.0,0.0,-0.001
21360083,0.35980082,0.8228415,0.0025870078,0.0,0.0,-0.001
21390046,0.3194874,0.94258374,0.0018334198,0.0,0.0,-0.001
21420105,0.2834873,1.0412409,0.0025910686,0.0,0.0,-0.001
21455164,0.25626752,1.133819,0.002367098,0.0,0.0,-0.001
21490168,0.23957056,1.2092735,0.0019653644,0.0,0.0,-0.001
21525143,0.2191195,1.232637,0.004160209,0.0,0.0,-0.001
21555155,0.19507928,1.2114189,0.002525705,0.0,0.0,-0.001
21590181,0.16377948,1.1473966,0.0013645868,0.0,0.0,-0.001
21620185,0.1602095,1.0878688,0.0020265481,0.0,0.0,-0.001
21655173,0.15477428,0.99735206,0.0010918978,0.0,0.0,-0.001
21690170,0.1414658,0.88716495,0.0006978795,0.0,0.0,-0.001
21720087,0.1465913,0.802801,0.0007456825,0.0,0.0,-0.001
21755181,0.13970779,0.70759153,0.00045146633,0.0,0.0,-0.001
21785145,0.13323022,0.653921,0.0010345525,0.0,0.0,-0.001
21820094,0.12827145,0.6406716,0.00095703185,0.0,0.0,-0.001
21855097,0.10828173,0.6437154,5.862266e-05,0.0,0.0,-0.001
21885173,0.11373505,0.6646496,0.0001944411,0.0,0.0,-0.001
21920217,0.1318167,0.70624405,0.001025324,0.0,0.0,-0.001
21950181,0.17759743,0.7497349,0.0021410815,0.0,0.0,-0.001
21985270,0.25346875,0.72333884,0.0050424095,0.0,0.0,-0.001
22015357,0.31540096,0.6950488,0.0016034909,0.0,0.0,-0.001
22050285,0.29609835,0.72729236,0.0007233671,0.0,0.0,-0.001
22085285,0.2751228,0.7542312,-0.0004557204,0.0,0.0,-0.001
22115304,0.27005702,0.7919491,-0.0018858562,0.0,0.0,-0.001
22150242,0.3066782,0.81126696,0.0004082719,0.0,0.0,-0.001
22180128,0.3120241,0.81869054,0.0016504385,0.0,0.0,-0.001
22215190,0.31318727,0.8253368,0.0013327848,0.0,0.0,-0.001
22250240,0.30286622,0.8341568,0.0015055098,0.0,0.0,-0.001
22285160,0.28552803,0.83959466,0.0021444876,0.0,0.0,-0.001
22315141,0.27238417,0.8368268,0.001428605,0.0,0.0,-0.001
22345230,0.26450896,0.8268229,0.0017861829,0.0,0.0,-0.001
22380220,0.28024602,0.8011276,0.0028691776,0.0,0.0,-0.001
22415155,0.305182,0.76227134,0.002844511,0.0,0.0,-0.001
22450227,0.34733918,0.7459183,0.0022162222,0.0,0.0,-0.001
22480294,0.36826992,0.7121575,0.0037112837,0.0,0.0,-0.001
22515276,0.3907249,0.6947806,0.0032073804,0.0,0.0,-0.001
22545317,0.38121763,0.7054589,0.0027807965,0.0,0.0,-0.001
22575225,0.35002485,0.73040396,0.00060246955,0.0,0.0,-0.001
22610325,0.30248684,0.74733627,0.00025020156,0.0,0.0,-0.001
22645298,0.23018183,0.7566396,-0.0030126786,0.0,0.0,-0.001
22680280,0.18532377,0.8216148,3.90145e-05,0.0,0.0,-0.001
22710185,0.20595604,0.87190425,0.0012779904,0.0,0.0,-0.001
22745271,0.2756435,0.8713457,0.0041333777,0.0,0.0,-0.001
22775245,0.3810832,0.87350464,0.0036343103,0.0,0.0,-0.001
22810253,0.54763466,0.8736592,0.00406372,0.0,0.0,-0.001
22845199,0.70094293,0.89518994,0.0006665699,0.0,0.0,-0.001
22875281,0.69650835,0.9173334,0.0033235035,0.0,0.0,-0.001
22910323,0.73732364,0.94280326,0.0032017592,0.0,0.0,-0.001
22940323,0.76670235,0.9431459,0.0038053922,0.0,0.0,-0.001
22975296,0.7848669,0.94466686,0.0038810587,0.0,0.0,-0.001
23010320,0.78805095,0.9408406,0.0037724453,0.0,0.0,-0.001
23040390,0.78901047,0.9359883,0.003844332,0.0,0.0,-0.001
