timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
3348291,5.2529297,3.3322265,1,0,1,0,1,0,0
3358347,5.2464843,3.3290038,1,0,1,0,1,0,0
3368429,5.2368164,3.3483398,1,0,1,0,1,0,0
3378409,5.231982,3.3322265,1,0,1,0,1,0,0
3388346,5.244873,3.3531737,1,0,1,0,1,0,0
3398352,5.231982,3.3306153,1,0,1,0,1,0,0
3408341,5.24165,3.3322265,1,0,1,0,1,0,0
3418348,5.225537,3.3290038,1,0,1,0,1,0,0
3428370,5.2271485,3.3612304,1,0,1,0,1,0,0
3438336,5.2223144,3.3322265,1,0,1,0,1,0,0
3448292,5.2271485,3.3547852,1,0,1,0,1,0,0
3458364,5.230371,3.3290038,1,0,1,0,1,0,0
3468282,5.2384276,3.3370605,1,0,1,0,1,0,0
3478312,5.2368164,3.3322265,1,0,1,0,1,0,0
3488317,5.230371,3.3596191,1,0,1,0,1,0,0
3498361,5.2464843,3.3306153,1,0,1,0,1,0,0
3508440,5.231982,3.3547852,1,0,1,0,1,0,0
3518334,5.2384276,3.3338377,1,0,1,0,1,0,0
3528349,5.2110353,3.3531737,1,0,1,0,1,0,0
3538342,5.2335935,3.3306153,1,0,1,0,1,0,0
3548357,5.2368164,3.3306153,1,0,1,0,1,0,0
3558317,5.231982,3.3338377,1,0,1,0,1,0,0
3568281,5.22876,3.3563964,1,0,1,0,1,0,0
3578265,5.2335935,3.3290038,1,0,1,0,1,0,0
3588270,5.24165,3.3290038,1,0,1,0,1,0,0
3598256,5.235205,3.3306153,1,0,1,0,1,0,0
3608213,5.231982,3.3322265,1,0,1,0,1,0,0
3618201,5.2384276,3.3563964,1,0,1,0,1,0,0
3628207,5.240039,3.3322265,1,0,1,0,1,0,0
3638245,5.231982,3.3547852,1,0,1,0,1,0,0
3648245,5.206201,3.3547852,1,0,1,0,1,0,0
3658300,5.20459,3.3306153,1,0,1,0,1,0,0
3668285,5.2110353,3.3322265,1,0,1,0,1,0,0
3678291,5.2529297,3.3370605,1,0,1,0,1,0,0
3688295,5.2529297,3.3547852,1,0,1,0,1,0,0
3698269,5.240039,3.3322265,1,0,1,0,1,0,0
3708272,5.24165,3.3306153,1,0,1,0,1,0,0
3718266,5.22876,3.3290038,1,0,1,0,1,0,0
3728295,5.235205,3.3306153,1,0,1,0,1,0,0
3738218,5.2384276,3.3290038,1,0,1,0,1,0,0
3748229,5.240039,3.3563964,1,0,1,0,1,0,0
3758222,5.2368164,3.3322265,1,0,1,0,1,0,0
3768233,5.2497067,3.3306153,1,0,1,0,1,0,0
