timestamp,timestamp_sample,device_id,error_count,pressure,temperature
15520299,15519378,6780433,0,1000.99786,18.85
15563479,15562559,6780433,0,1001.02637,18.859999
15606810,15605858,6780433,0,1001.001,18.859999
15650280,15649293,6780433,0,1001.01874,18.859999
15693380,15692461,6780433,0,1001.02637,18.859999
15736844,15735781,6780433,0,1001.00323,18.85
15779992,15779065,6780433,0,1000.9933,18.85
15823279,15822358,6780433,0,1001.00555,18.85
15866593,15865667,6780433,0,1001.0233,18.85
15909918,15908961,6780433,0,1001.00586,18.85
15953194,15952274,6780433,0,1001.00287,18.85
15996520,15995595,6780433,0,1000.99817,18.85
16039779,16038859,6780433,0,1001.00586,18.85
16083180,16082169,6780433,0,1001.0364,18.859999
16126539,16125592,6780433,0,1001.0132,18.85
16169685,16168758,6780433,0,1001.03125,18.859999
16213127,16212058,6780433,0,1001.011,18.85
16256285,16255358,6780433,0,1001.02875,18.859999
16299589,16298667,6780433,0,1001.0162,18.859999
16342882,16341964,6780433,0,1001.00836,18.85
16386226,16385304,6780433,0,1001.01074,18.85
16429480,16428558,6780433,0,1000.9826,18.85
16472855,16471891,6780433,0,1001.02856,18.85
16516146,16515197,6780433,0,1000.98804,18.85
16559436,16558458,6780433,0,1001.04083,18.85
16602852,16601899,6780433,0,1001.00287,18.85
16646001,16645061,6780433,0,1001.01776,18.84
16689434,16688359,6780433,0,1001.01324,18.85
16732585,16731659,6780433,0,1001.02795,18.85
16775884,16774963,6780433,0,1000.99506,18.84
16819191,16818270,6780433,0,1001.0361,18.85
16862522,16861565,6780433,0,1001.04614,18.85
16905830,16904860,6780433,0,1001.02606,18.85
16949127,16948206,6780433,0,1000.985,18.84
16992378,16991459,6780433,0,1001.0001,18.85
17035688,17034762,6780433,0,1001.00287,18.85
17079140,17078189,6780433,0,1001.0078,18.85
17122325,17121358,6780433,0,1001.0257,18.85
17165701,17164660,6780433,0,1000.9744,18.84
17208880,17207962,6780433,0,1001.033,18.85
17252189,17251269,6780433,0,1001.0304,18.84
17295761,17294622,6780433,0,1001.0353,18.84
17338777,17337858,6780433,0,1001.0222,18.84
17382079,17381158,6780433,0,1001.0121,18.83
17425444,17424469,6780433,0,1001.0344,18.83
17468680,17467760,6780433,0,1001.0191,18.83
17512066,17511090,6780433,0,1000.9937,18.83
17555388,17554463,6780433,0,1001.01965,18.83
17598582,17597659,6780433,0,1001.02655,18.83
17642048,17640958,6780433,0,1001.0218,18.83
17685191,17684267,6780433,0,1001.0091,18.83
17728478,17727558,6780433,0,1001.00165,18.83
17771776,17770858,6780433,0,1001.0218,18.83
17815082,17814158,6780433,0,1001.0422,18.83
17858492,17857498,6780433,0,1001.0271,18.83
17901677,17900759,6780433,0,1001.00165,18.83
17944983,17944058,6780433,0,1000.99646,18.83
17988341,17987358,6780433,0,1000.95856,18.83
18031747,18030821,6780433,0,1001.01154,18.83
18074927,18073959,6780433,0,1001.0322,18.83
18118295,18117267,6780433,0,1001.0193,18.83
18161481,18160558,6780433,0,1001.01965,18.83
18204811,18203858,6780433,0,1001.0168,18.83
18248081,18247159,6780433,0,1001.0375,18.84
18291377,18290458,6780433,0,1001.0297,18.83
18334679,18333758,6780433,0,1000.9965,18.83
18377977,18377058,6780433,0,1000.9965,18.83
18421387,18420390,6780433,0,1001.0118,18.83
18464623,18463658,6780433,0,1000.99927,18.83
18507984,18507062,6780433,0,1001.0143,18.83
18551207,18550283,6780433,0,1001.0169,18.83
18594672,18593573,6780433,0,1000.98914,18.83
18637782,18636858,6780433,0,1001.0244,18.83
18681079,18680158,6780433,0,1001.0071,18.83
18724382,18723458,6780433,0,1000.999,18.83
18767683,18766758,6780433,0,1001.0091,18.83
18810996,18810062,6780433,0,1001.0215,18.83
18854323,18853369,6780433,0,1000.9914,18.83
18897578,18896658,6780433,0,1001.00684,18.83
18940883,18939963,6780433,0,1001.04724,18.83
18984344,18983389,6780433,0,1000.98645,18.83
19027479,19026559,6780433,0,1001.0041,18.83
19070888,19069859,6780433,0,1000.99646,18.83
19114083,19113158,6780433,0,1001.019,18.83
19157438,19156494,6780433,0,1001.0112,18.82
19200691,19199760,6780433,0,1001.0064,18.83
19243983,19243058,6780433,0,1000.9958,18.82
19287279,19286358,6780433,0,1001.01886,18.82
19330635,19329679,6780433,0,1001.03375,18.82
19373938,19372958,6780433,0,1001.0364,18.82
19417266,19416274,6780433,0,1001.03644,18.82
19460592,19459672,6780433,0,1001.05426,18.83
19503780,19502859,6780433,0,1001.0193,18.83
19547238,19546160,6780433,0,1001.0165,18.83
19590379,19589458,6780433,0,1001.0216,18.83
19633678,19632758,6780433,0,1001.0372,18.83
19676980,19676059,6780433,0,1001.0143,18.83
19720284,19719360,6780433,0,1001.0397,18.83
19763651,19762668,6780433,0,1001.03687,18.83
19806929,19805978,6780433,0,1001.01434,18.83
19850193,19849270,6780433,0,1001.0347,18.83
19893531,19892558,6780433,0,1000.99866,18.82
19936946,19935990,6780433,0,1001.0168,18.83
19980089,19979168,6780433,0,1001.0268,18.83
20023524,20022459,6780433,0,1001.0143,18.83
20066682,20065758,6780433,0,1001.00653,18.83
20110038,20109085,6780433,0,1001.01184,18.83
20153278,20152358,6780433,0,1000.9685,18.83
20196680,20195682,6780433,0,1001.0041,18.83
20239879,20238959,6780433,0,1001.0041,18.83
20283244,20282306,6780433,0,1001.0343,18.83
20326531,20325607,6780433,0,1001.0091,18.83
20369784,20368858,6780433,0,1000.9911,18.82
20413303,20412307,6780433,0,1001.00085,18.82
20456384,20455464,6780433,0,1001.00854,18.82
20499795,20498759,6780433,0,1001.00085,18.82
20543042,20542058,6780433,0,1001.0132,18.81
20586284,20585364,6780433,0,1000.9679,18.82
20629581,20628659,6780433,0,1001.0485,18.81
20672885,20671962,6780433,0,1001.0357,18.81
20716215,20715279,6780433,0,1001.0104,18.81
20759597,20758589,6780433,0,1001.0126,18.81
20802778,20801858,6780433,0,1000.99725,18.8
20846136,20845201,6780433,0,1001.01483,18.8
20889558,20888602,6780433,0,1001.0297,18.8
20932715,20931758,6780433,0,1001.0021,18.8
20976162,20975093,6780433,0,1001.0247,18.8
21019284,21018358,6780433,0,1001.01465,18.8
21062589,21061666,6780433,0,1001.00714,18.8
21105882,21104959,6780433,0,1001.0244,18.8
21149208,21148268,6780433,0,1001.03485,18.8
21192477,21191558,6780433,0,1001.00714,18.8
21235872,21234948,6780433,0,1001.02496,18.8
21279132,21278213,6780433,0,1001.00726,18.8
21322383,21321459,6780433,0,1000.99164,18.8
21365861,21364899,6780433,0,1001.01465,18.8
21408979,21408060,6780433,0,1000.98065,18.779999
21452452,21451361,6780433,0,1000.9812,18.789999
21495583,21494658,6780433,0,1000.9911,18.789999
21538937,21537984,6780433,0,1001.01624,18.789999
21582189,21581270,6780433,0,1000.98254,18.77
21625482,21624558,6780433,0,1001.0158,18.779999
21668794,21667859,6780433,0,1000.9951,18.77
21712097,21711179,6780433,0,1001.02026,18.77
21755413,21754458,6780433,0,1001.0103,18.77
21798771,21797759,6780433,0,1000.9819,18.77
21842153,21841195,6780433,0,1001.00684,18.76
21885289,21884358,6780433,0,1001.00446,18.76
21928774,21927659,6780433,0,1001.00726,18.77
21971875,21970958,6780433,0,1000.99414,18.76
22015190,22014270,6780433,0,1000.98706,18.77
22058478,22057558,6780433,0,1000.99194,18.77
22101831,22100883,6780433,0,1000.98914,18.76
22145079,22144158,6780433,0,1000.9993,18.76
22188458,22187496,6780433,0,1001.00726,18.77
22231678,22230758,6780433,0,1000.9993,18.76
22275049,22274087,6780433,0,1001.0025,18.77
22318477,22317505,6780433,0,1001.0015,18.76
22361579,22360660,6780433,0,1000.99896,18.76
22405068,22403963,6780433,0,1001.0114,18.76
22448187,22447267,6780433,0,1000.9962,18.76
22491481,22490560,6780433,0,1001.0112,18.75
22534778,22533859,6780433,0,1000.98584,18.75
22578084,22577165,6780433,0,1001.0091,18.76
22621383,22620461,6780433,0,1001.0007,18.75
22664769,22663804,6780433,0,1000.99817,18.75
22707984,22707058,6780433,0,1000.9825,18.74
22751365,22750360,6780433,0,1001.00836,18.75
22794758,22793806,6780433,0,1001.02576,18.74
22837878,22836959,6780433,0,1001.01544,18.74
22881395,22880303,6780433,0,1000.9928,18.74
22924478,22923558,6780433,0,1000.9672,18.74
22967778,22966858,6780433,0,1000.99695,18.73
23011085,23010159,6780433,0,1001.01215,18.73
23054379,23053458,6780433,0,1000.9965,18.72
23097821,23096773,6780433,0,1000.98895,18.72
23141058,23140104,6780433,0,1001.02997,18.73
23184279,23183358,6780433,0,1000.99164,18.73
23227662,23226658,6780433,0,1001.00696,18.73
23271116,23270119,6780433,0,1001.0015,18.72
23314188,23313267,6780433,0,1000.98816,18.71
23357657,23356562,6780433,0,1001.01605,18.72
23400778,23399859,6780433,0,1000.9986,18.72
23444107,23443158,6780433,0,1001.01385,18.72
23487439,23486491,6780433,0,1001.0041,18.72
23530680,23529758,6780433,0,1001.0193,18.72
23574008,23573061,6780433,0,1000.99664,18.73
23617311,23616390,6780433,0,1001.00195,18.73
23660616,23659658,6780433,0,1001.01465,18.73
23703986,23702996,6780433,0,1000.9887,18.72
23747399,23746443,6780433,0,1000.9733,18.72
23790480,23789558,6780433,0,1000.9786,18.72
23833920,23832859,6780433,0,1000.99585,18.72
23877078,23876158,6780433,0,1000.99554,18.71
23920460,23919465,6780433,0,1000.97003,18.71
23963681,23962762,6780433,0,1000.97186,18.699999
24007009,24006067,6780433,0,1000.9566,18.699999
24050280,24049358,6780433,0,1000.9766,18.69
24093605,24092686,6780433,0,1000.97125,18.69
24136937,24135962,6780433,0,1000.9844,18.699999
24180230,24179268,6780433,0,1000.94824,18.68
24223677,24222717,6780433,0,1000.9786,18.68
24266784,24265862,6780433,0,1000.97833,18.68
24310236,24309159,6780433,0,1000.95575,18.68
24353435,24352458,6780433,0,1001.0143,18.69
24396693,24395763,6780433,0,1000.9836,18.68
24440008,24439085,6780433,0,1000.9836,18.68
24483278,24482358,6780433,0,1000.9685,18.68
24526601,24525677,6780433,0,1000.9989,18.69
24569989,24569023,6780433,0,1001.0065,18.69
24613188,24612267,6780433,0,1000.99695,18.699999
24656597,24655563,6780433,0,1000.96655,18.69
24699989,24699022,6780433,0,1001.0096,18.699999
24743079,24742158,6780433,0,1001.0118,18.69
24786550,24785460,6780433,0,1000.9864,18.69
24829685,24828759,6780433,0,1001.0071,18.699999
24872984,24872065,6780433,0,1000.99426,18.69
24916317,24915391,6780433,0,1000.9814,18.69
24959579,24958657,6780433,0,1001.0226,18.699999
25002917,25001958,6780433,0,1001.00165,18.69
25046262,25045301,6780433,0,1001.01733,18.699999
25089477,25088558,6780433,0,1000.98724,18.699999
25132875,25131858,6780433,0,1000.9794,18.699999
25176226,25175306,6780433,0,1000.98224,18.699999
25219400,25218479,6780433,0,1000.9644,18.699999
25262825,25261760,6780433,0,1000.96985,18.699999
25305980,25305058,6780433,0,1001.0085,18.72
25349322,25348362,6780433,0,1001.0035,18.72
25392578,25391658,6780433,0,1000.99036,18.71
25435913,25434958,6780433,0,1000.98816,18.71
25479196,25478275,6780433,0,1000.97534,18.71
25522613,25521624,6780433,0,1000.9644,18.699999
25565782,25564858,6780433,0,1000.97235,18.699999
25609173,25608213,6780433,0,1000.97723,18.699999
25652678,25651458,6780433,0,1000.9568,18.699999
25695681,25694758,6780433,0,1000.99005,18.699999
25739216,25738059,6780433,0,1000.99005,18.699999
25782333,25781358,6780433,0,1000.99475,18.699999
25825581,25824659,6780433,0,1000.99255,18.699999
25868887,25867963,6780433,0,1000.98785,18.71
25912188,25911267,6780433,0,1001.02606,18.71
25955503,25954584,6780433,0,1000.9876,18.71
25998908,25997930,6780433,0,1000.99036,18.71
26042077,26041158,6780433,0,1000.9797,18.699999
26085432,26084484,6780433,0,1000.9744,18.699999
26128692,26127758,6780433,0,1000.9718,18.699999
26171984,26171059,6780433,0,1000.95074,18.68
26215452,26214360,6780433,0,1000.9476,18.68
26258577,26257658,6780433,0,1000.9647,18.67
26301923,26300960,6780433,0,1000.9747,18.67
26345213,26344268,6780433,0,1000.9516,18.66
26388482,26387562,6780433,0,1000.9585,18.65
26431780,26430859,6780433,0,1000.97107,18.65
26475180,26474216,6780433,0,1000.9785,18.65
26518387,26517458,6780433,0,1000.9985,18.65
26561784,26560759,6780433,0,1000.9835,18.65
26604978,26604058,6780433,0,1000.97076,18.65
26648279,26647358,6780433,0,1000.9982,18.64
