timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
1841252,1840383,396809,0.07952839,-0.030181384,-0.208877,nan,0,1
1852438,1851603,396809,0.07952839,-0.02722667,-0.21186301,nan,0,1
1875755,1874919,396809,0.07952839,-0.030181384,-0.205891,nan,0,1
1909279,1908438,396809,0.07952839,-0.02722667,-0.208877,nan,0,1
1942862,1941939,396809,0.07645985,-0.030181384,-0.205891,nan,0,1
1976591,1975689,396809,0.07952839,-0.030181384,-0.21186301,nan,0,1
2010372,2009484,396809,0.07952839,-0.02722667,-0.21783501,nan,0,1
2044156,2043268,396809,0.08259694,-0.030181384,-0.21484901,nan,0,1
2077857,2076899,396809,0.08566548,-0.030181384,-0.205891,nan,0,1
2111597,2110674,396809,0.08566548,-0.02722667,-0.196933,nan,0,1
2145346,2144408,396809,0.08873403,-0.02722667,-0.20290501,nan,0,1
2167862,2167003,396809,0.091802575,-0.02427195,-0.205891,nan,0,1
2212849,2211953,396809,0.09487112,-0.021317236,-0.205891,nan,0,1
2235417,2234460,396809,0.09487112,-0.021317236,-0.20290501,nan,0,1
2269116,2268224,396809,0.09487112,-0.018362517,-0.196933,nan,0,1
2302862,2302021,396809,0.091802575,-0.018362517,-0.196933,nan,0,1
2336614,2335769,396809,0.091802575,-0.015407802,-0.196933,nan,0,1
2370394,2369518,396809,0.091802575,-0.015407802,-0.19991902,nan,0,1
2404150,2403267,396809,0.091802575,-0.015407802,-0.196933,nan,0,1
2437879,2437002,396809,0.08873403,-0.015407802,-0.205891,nan,0,1
2471631,2470731,396809,0.091802575,-0.015407802,-0.20290501,nan,0,1
2505381,2504537,396809,0.08873403,-0.021317236,-0.196933,nan,0,1
2539136,2538283,396809,0.08259694,-0.02722667,-0.205891,nan,0,1
2572945,2572037,396809,0.07952839,-0.0331361,-0.19991902,nan,0,1
2606694,2605748,396809,0.08259694,-0.0331361,-0.208877,nan,0,1
2629200,2628269,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
2674144,2673266,396809,0.08566548,-0.0331361,-0.193947,nan,0,1
2696675,2695696,396809,0.08873403,-0.0331361,-0.20290501,nan,0,1
2730466,2729485,396809,0.08566548,-0.036090814,-0.205891,nan,0,1
2764180,2763292,396809,0.08259694,-0.0331361,-0.205891,nan,0,1
2797976,2796966,396809,0.08259694,-0.0331361,-0.205891,nan,0,1
2831715,2830763,396809,0.08566548,-0.030181384,-0.205891,nan,0,1
2865486,2864542,396809,0.08566548,-0.0331361,-0.208877,nan,0,1
2899659,2898825,396809,0.08259694,-0.0331361,-0.20290501,nan,0,1
2933169,2932333,396809,0.08259694,-0.0331361,-0.205891,nan,0,1
2966724,2965761,396809,0.08259694,-0.0331361,-0.208877,nan,0,1
3000477,2999486,396809,0.07952839,-0.0331361,-0.21186301,nan,0,1
3034236,3033297,396809,0.07952839,-0.030181384,-0.205891,nan,0,1
3068018,3067061,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
3101713,3100750,396809,0.07952839,-0.030181384,-0.20290501,nan,0,1
3135528,3134509,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
3158527,3157662,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
3191990,3191113,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
3225480,3224610,396809,0.07952839,-0.0331361,-0.21186301,nan,0,1
3259266,3258288,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
3293839,3292977,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
3327610,3326776,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
3361341,3360507,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
3395175,3394285,396809,0.07952839,-0.0331361,-0.21484901,nan,0,1
3428944,3428054,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
3462620,3461783,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3496357,3495523,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
3530484,3529599,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
3564262,3563404,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
3597995,3597145,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
3620557,3619596,396809,0.0733913,-0.0331361,-0.205891,nan,0,1
3654313,3653333,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3688662,3687827,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
3722102,3721268,396809,0.0733913,-0.0331361,-0.205891,nan,0,1
3755582,3754720,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
3789340,3788335,396809,0.07645985,-0.0331361,-0.21484901,nan,0,1
3823082,3822115,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3856771,3855849,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
3890525,3889660,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3924282,3923385,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3958527,3957688,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
3992005,3991170,396809,0.07952839,-0.0331361,-0.21186301,nan,0,1
4025530,4024597,396809,0.07645985,-0.036090814,-0.20290501,nan,0,1
4059299,4058370,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4081810,4080944,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
4115586,4114657,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4149312,4148411,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4183054,4182151,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
4217321,4216453,396809,0.07952839,-0.0331361,-0.21186301,nan,0,1
4250839,4250002,396809,0.07645985,-0.0331361,-0.20290501,nan,0,1
4284380,4283546,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
4318068,4317198,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
4351821,4350928,396809,0.07645985,-0.036090814,-0.208877,nan,0,1
4385567,4384697,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4419333,4418470,396809,0.07952839,-0.036090814,-0.20290501,nan,0,1
4453142,4452135,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4487101,4486267,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
4520619,4519756,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
4554349,4553414,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4576894,4576028,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
4610619,4609710,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
4644370,4643481,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4678114,4677275,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4711854,4710998,396809,0.07645985,-0.0331361,-0.20290501,nan,0,1
4745756,4744921,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
4779426,4778558,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
4813140,4812265,396809,0.07645985,-0.036090814,-0.208877,nan,0,1
4846865,4845978,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
4880625,4879752,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
4914382,4913528,396809,0.0733913,-0.036090814,-0.21186301,nan,0,1
4948169,4947281,396809,0.07645985,-0.036090814,-0.205891,nan,0,1
4982481,4981642,396809,0.07645985,-0.036090814,-0.21186301,nan,0,1
5015923,5015085,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
5038295,5037457,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
5083152,5082271,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
5105707,5104705,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
5139478,5138472,396809,0.0733913,-0.0331361,-0.205891,nan,0,1
5173217,5172203,396809,0.0733913,-0.036090814,-0.205891,nan,0,1
5206928,5206007,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
5241053,5240219,396809,0.0733913,-0.036090814,-0.205891,nan,0,1
5274565,5273724,396809,0.07645985,-0.036090814,-0.205891,nan,0,1
5308243,5307266,396809,0.07645985,-0.036090814,-0.20290501,nan,0,1
5341942,5340969,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
5375716,5374730,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
5409482,5408558,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
5443199,5442295,396809,0.0733913,-0.0331361,-0.208877,nan,0,1
5476960,5476023,396809,0.07645985,-0.036090814,-0.205891,nan,0,1
5499784,5498949,396809,0.0733913,-0.036090814,-0.205891,nan,0,1
5544471,5543602,396809,0.07645985,-0.036090814,-0.20290501,nan,0,1
5566947,5566061,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
5600763,5599847,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
5634524,5633584,396809,0.07645985,-0.0331361,-0.19991902,nan,0,1
5668272,5667349,396809,0.07645985,-0.036090814,-0.19991902,nan,0,1
5702423,5701589,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
5735894,5735059,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
5769535,5768637,396809,0.07645985,-0.0331361,-0.20290501,nan,0,1
5803289,5802337,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
5837042,5836042,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
5870783,5869823,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
5904506,5903610,396809,0.07952839,-0.036090814,-0.205891,nan,0,1
5938794,5937955,396809,0.07952839,-0.0331361,-0.205891,nan,0,1
5961111,5960276,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6005757,6004896,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
6028259,6027320,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
6073303,6072317,396809,0.07952839,-0.0331361,-0.20290501,nan,0,1
6095824,6094915,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6129593,6128596,396809,0.07952839,-0.036090814,-0.205891,nan,0,1
6163267,6162349,396809,0.07645985,-0.0331361,-0.196933,nan,0,1
6197851,6197017,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6231608,6230774,396809,0.07952839,-0.0331361,-0.208877,nan,0,1
6265376,6264542,396809,0.07952839,-0.036090814,-0.20290501,nan,0,1
6299175,6298342,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
6332927,6332090,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6366610,6365777,396809,0.07645985,-0.036090814,-0.205891,nan,0,1
6400842,6399851,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
6423294,6422390,396809,0.07952839,-0.036090814,-0.208877,nan,0,1
6468349,6467400,396809,0.07952839,-0.036090814,-0.205891,nan,0,1
6490806,6489863,396809,0.07645985,-0.036090814,-0.21484901,nan,0,1
6524550,6523647,396809,0.07645985,-0.0331361,-0.21186301,nan,0,1
6558946,6558105,396809,0.07645985,-0.0331361,-0.20290501,nan,0,1
6592543,6591704,396809,0.07645985,-0.0331361,-0.21783501,nan,0,1
6625984,6625148,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6659619,6658684,396809,0.07645985,-0.0331361,-0.208877,nan,0,1
6693338,6692371,396809,0.07645985,-0.0331361,-0.205891,nan,0,1
6727067,6726116,396809,0.0733913,-0.036090814,-0.205891,nan,0,1
