timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
1837471,1836640,396825,0.070454955,0.020378545,-0.22224684,nan,0,0
1848690,1847857,396825,0.073705666,0.023662422,-0.22509557,nan,0,0
1871296,1870392,396825,0.08020707,0.026946299,-0.21939807,nan,0,0
1905046,1904149,396825,0.08020707,0.023662422,-0.22509557,nan,0,0
1938703,1937874,396825,0.073705666,0.020378545,-0.23364182,nan,0,0
1972460,1971631,396825,0.07695637,0.020378545,-0.22794431,nan,0,0
2006221,2005391,396825,0.073705666,0.020378545,-0.23079306,nan,0,0
2040003,2039138,396825,0.06395355,0.020378545,-0.253583,nan,0,0
2073742,2072883,396825,0.06720425,0.01709467,-0.23649056,nan,0,0
2107437,2106608,396825,0.06720425,0.020378545,-0.22509557,nan,0,0
2141190,2140361,396825,0.073705666,0.023662422,-0.22794431,nan,0,0
2174949,2174119,396825,0.08020707,0.026946299,-0.22794431,nan,0,0
2208688,2207859,396825,0.083457775,0.026946299,-0.22509557,nan,0,0
2242484,2241652,396825,0.083457775,0.026946299,-0.22509557,nan,0,0
2264964,2264133,396825,0.08670848,0.040081806,-0.27352425,nan,0,0
2309952,2309121,396825,0.070454955,0.033514053,-0.22224684,nan,0,0
2332484,2331655,396825,0.073705666,0.033514053,-0.21939807,nan,0,0
2377464,2376635,396825,0.07695637,0.046649557,-0.24503678,nan,0,0
2400034,2399172,396825,0.07695637,0.03679793,-0.22794431,nan,0,0
2433713,2432882,396825,0.070454955,0.03679793,-0.23364182,nan,0,0
2467470,2466641,396825,0.07695637,0.033514053,-0.23079306,nan,0,0
2501236,2500400,396825,0.070454955,0.040081806,-0.276373,nan,0,0
2535027,2534198,396825,0.06395355,0.023662422,-0.23079306,nan,0,0
2568770,2567941,396825,0.06395355,0.013810795,-0.22794431,nan,0,0
2602529,2601699,396825,0.06395355,0.01709467,-0.23364182,nan,0,0
2636255,2635425,396825,0.070454955,0.026946299,-0.2820705,nan,0,0
2670113,2669267,396825,0.070454955,0.020378545,-0.24503678,nan,0,0
2703790,2702961,396825,0.070454955,0.01709467,-0.23649056,nan,0,0
2737540,2736710,396825,0.070454955,0.013810795,-0.23079306,nan,0,0
2771312,2770457,396825,0.06720425,0.013810795,-0.22794431,nan,0,0
2793791,2792961,396825,0.06720425,0.013810795,-0.22224684,nan,0,0
2838795,2837958,396825,0.070454955,0.01709467,-0.22509557,nan,0,0
2861358,2860481,396825,0.070454955,0.020378545,-0.22794431,nan,0,0
2895127,2894234,396825,0.06395355,0.01709467,-0.22794431,nan,0,0
2928928,2928043,396825,0.06720425,0.013810795,-0.24218805,nan,0,0
2962558,2961728,396825,0.070454955,0.023662422,-0.2820705,nan,0,0
2996305,2995474,396825,0.073705666,0.013810795,-0.23079306,nan,0,0
3030098,3029267,396825,0.060702845,0.010526916,-0.22794431,nan,0,0
3063898,3063002,396825,0.073705666,0.0072430414,-0.22794431,nan,0,0
3097663,3096755,396825,0.06720425,0.013810795,-0.23649056,nan,0,0
3131317,3130487,396825,0.07695637,0.010526916,-0.23079306,nan,0,0
3165075,3164213,396825,0.07695637,0.003959162,-0.23364182,nan,0,0
3198848,3198019,396825,0.073705666,0.003959162,-0.23079306,nan,0,0
3232579,3231724,396825,0.073705666,0.003959162,-0.23364182,nan,0,0
3266351,3265522,396825,0.070454955,0.0072430414,-0.23364182,nan,0,0
3300858,3300027,396825,0.07695637,0.010526916,-0.23079306,nan,0,0
3323198,3322336,396825,0.073705666,0.0072430414,-0.22794431,nan,0,0
3367973,3367017,396825,0.070454955,0.010526916,-0.23364182,nan,0,0
3390473,3389642,396825,0.07695637,0.010526916,-0.23079306,nan,0,0
3424280,3423380,396825,0.073705666,0.010526916,-0.23364182,nan,0,0
3458041,3457077,396825,0.073705666,0.0072430414,-0.23364182,nan,0,0
3491733,3490881,396825,0.073705666,0.010526916,-0.23649056,nan,0,0
3525483,3524588,396825,0.070454955,0.0072430414,-0.23079306,nan,0,0
3559249,3558414,396825,0.070454955,0.010526916,-0.22794431,nan,0,0
3593009,3592169,396825,0.070454955,0.013810795,-0.22224684,nan,0,0
3626790,3625898,396825,0.073705666,0.010526916,-0.22794431,nan,0,0
3660560,3659607,396825,0.08020707,0.020378545,-0.276373,nan,0,0
3694279,3693369,396825,0.07695637,0.0072430414,-0.22794431,nan,0,0
3728054,3727104,396825,0.073705666,0.0072430414,-0.22794431,nan,0,0
3761805,3760907,396825,0.070454955,0.0072430414,-0.22224684,nan,0,0
3784338,3783351,396825,0.070454955,0.0072430414,-0.21939807,nan,0,0
3829421,3828326,396825,0.06720425,0.010526916,-0.22224684,nan,0,0
3851769,3850888,396825,0.070454955,0.0072430414,-0.22509557,nan,0,0
3885543,3884661,396825,0.073705666,0.010526916,-0.26212928,nan,0,0
3919283,3918425,396825,0.06720425,0.0072430414,-0.23079306,nan,0,0
3953082,3952093,396825,0.070454955,0.003959162,-0.23079306,nan,0,0
3986802,3985859,396825,0.070454955,0.003959162,-0.23079306,nan,0,0
4020532,4019606,396825,0.06720425,0.003959162,-0.22794431,nan,0,0
4054296,4053365,396825,0.06720425,0.0072430414,-0.22794431,nan,0,0
4088087,4087142,396825,0.070454955,0.0072430414,-0.23649056,nan,0,0
4121846,4120895,396825,0.073705666,0.010526916,-0.26782674,nan,0,0
4155570,4154621,396825,0.073705666,0.0072430414,-0.23079306,nan,0,0
4189304,4188379,396825,0.073705666,0.0072430414,-0.23079306,nan,0,0
4223056,4222120,396825,0.070454955,0.0072430414,-0.23079306,nan,0,0
4256832,4255908,396825,0.06720425,0.0072430414,-0.22509557,nan,0,0
4279365,4278428,396825,0.070454955,0.0072430414,-0.22509557,nan,0,0
