t,angle.x,angle.y,vel.x,vel.y,vel.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.z
10.273417,-7.92473439781913,10.079383568834,0.003533852,-0.0018814869,0.019620314,NaN,NaN,NaN,0,0,100
10.303417,-7.91782623137204,10.0663729814531,0.00353839807098789,-0.00172119897994754,0.0200826152705788,NaN,NaN,NaN,0,0,100
10.333417,-7.91091880060508,10.0533626779529,0.00354294414197579,-0.00156091105989506,0.0205449165411576,NaN,NaN,NaN,0,0,100
10.363417,-7.91386106195252,10.0514790702735,0.00354745921383948,-0.00140086114622991,0.0210065936472988,NaN,NaN,NaN,0,0,100
10.393417,-7.91846704725686,10.0513058601834,0.00352932299882313,-0.00141472424128946,0.0210121892317845,NaN,NaN,NaN,0,0,100
10.423417,-7.92303740234479,10.0510588861145,0.00351118678380678,-0.001428587336349,0.0210177848162702,NaN,NaN,NaN,0,0,100
10.453417,-7.91373752661484,10.0526885651971,0.00349305056879043,-0.00144245043140854,0.0210233804007559,NaN,NaN,NaN,0,0,100
10.483417,-7.83878973927877,10.0635298919139,0.00350185276099014,-0.00137230544616,0.0205774683948173,NaN,NaN,NaN,0,0,100
10.513417,-7.76371645319652,10.0747152241571,0.0035240636361626,-0.00126034515583548,0.0199068169641893,NaN,NaN,NaN,0,0,100
10.543417,-7.68863765145006,10.0858987795875,0.00354627451133505,-0.00114838486551097,0.0192361655335613,NaN,NaN,NaN,0,0,100
10.573417,-7.68155992633825,10.0880001339562,0.00358070348140726,-0.00112219893478539,0.018753176376175,NaN,NaN,NaN,0,0,100
10.603417,-7.6878923797016,10.0881554729504,0.00363955398542742,-0.00126745883518141,0.0186452866605864,NaN,NaN,NaN,0,0,100
10.633417,-7.69422483914874,10.0883108149229,0.00369840448944758,-0.00141271873557742,0.0185373969449978,NaN,NaN,NaN,0,0,100
10.663417,-7.69082956277819,10.0883415881547,0.00375726128092991,-0.00155791330940306,0.0184294194062194,NaN,NaN,NaN,0,0,100
10.693417,-7.68565256933762,10.0881093326432,0.00383968976808119,-0.00145819857087691,0.0179921927288871,NaN,NaN,NaN,0,0,100
10.723417,-7.6804835633782,10.0878292274656,0.00392211825523247,-0.00135848383235077,0.0175549660515549,NaN,NaN,NaN,0,0,100
10.753417,-7.6762518290832,10.0898548083394,0.00400454674238376,-0.00125876909382462,0.0171177393742226,NaN,NaN,NaN,0,0,100
10.783417,-7.67627185235321,10.1027535975876,0.00405943630376459,-0.00119301160832708,0.0168101011954285,NaN,NaN,NaN,0,0,100
10.813417,-7.67614544770368,10.1157059406677,0.00410055227100819,-0.00114423784344122,0.0165672767061223,NaN,NaN,NaN,0,0,100
10.843417,-7.68784504667559,10.1246400165728,0.00414166823825179,-0.00109546407855536,0.0163244522168161,NaN,NaN,NaN,0,0,100
10.873417,-7.75505886951719,10.1147725176032,0.00419310657201308,-0.00106257324957855,0.0160740647052524,NaN,NaN,NaN,0,0,100
10.903417,-7.82238520054181,10.1051824261473,0.00426522994844168,-0.00106151031650118,0.0158085216149923,NaN,NaN,NaN,0,0,100
10.933417,-7.88970709033018,10.0955902685467,0.00433735332487027,-0.00106044738342382,0.0155429785247323,NaN,NaN,NaN,0,0,100
10.963417,-7.92269707771548,10.090996122407,0.00440947670129886,-0.00105938445034646,0.0152774354344722,NaN,NaN,NaN,0,0,100
10.993417,-7.9227162212969,10.0912665690634,0.00445044023527247,-0.00119986091918809,0.0153329847742226,NaN,NaN,NaN,0,0,100
11.023417,-7.92276431383776,10.0915454251219,0.00449137882141386,-0.00134045071020898,0.0153887911935806,NaN,NaN,NaN,0,0,100
11.053417,-7.92281244555067,10.0918242766294,0.00453231740755524,-0.00148104050122987,0.0154445976129387,NaN,NaN,NaN,0,0,100
11.083417,-7.92279200173262,10.0920540206709,0.00454265005819418,-0.00147842727662634,0.0155218771149285,NaN,NaN,NaN,0,0,100
11.113417,-7.92270266153921,10.0922344488767,0.0045376015630437,-0.00140384675467853,0.0156099480078392,NaN,NaN,NaN,0,0,100
11.143417,-7.92261334839733,10.0924148921823,0.00453255306789321,-0.00132926623273073,0.0156980189007499,NaN,NaN,NaN,0,0,100
11.173417,-7.9224840206244,10.0925365320943,0.00448220210664827,-0.00129051358157703,0.0157284968920019,NaN,NaN,NaN,0,0,100
11.203417,-7.92215230653159,10.0923608971516,0.00434064557786643,-0.0013238916899851,0.0156430254938557,NaN,NaN,NaN,0,0,100
11.233417,-7.92182057991422,10.0921852902366,0.0041990890490846,-0.00135726979839318,0.0155575540957095,NaN,NaN,NaN,0,0,100
11.263417,-7.87945407549415,10.0914713834521,0.00405753252030277,-0.00139064790680125,0.0154720826975633,NaN,NaN,NaN,0,0,100
11.293417,-7.79654454638098,10.0905769094605,0.00397200180471648,-0.00129840238219396,0.0151344332655008,NaN,NaN,NaN,0,0,100
11.323417,-7.7136345322255,10.0897516857147,0.0038865739917759,-0.00120592612458229,0.0147963206578876,NaN,NaN,NaN,0,0,100
11.353417,-7.707035975649,10.0790285452365,0.00380114617883533,-0.00111344986697063,0.0144582080502745,NaN,NaN,NaN,0,0,100
11.383417,-7.7739686271322,10.058789594199,0.00367474281345062,-0.00106697252859456,0.0143005234172731,NaN,NaN,NaN,0,0,100
11.413417,-7.84082654891501,10.0385811301896,0.00352764817130748,-0.00104372309836665,0.0142339488471012,NaN,NaN,NaN,0,0,100
11.443417,-7.90767623342018,10.018368187777,0.00338055352916434,-0.00102047366813874,0.0141673742769292,NaN,NaN,NaN,0,0,100
11.473417,-7.84850747615529,10.0364990766725,0.00324859982531507,-0.000967431109146033,0.0140458968983797,NaN,NaN,NaN,0,0,100
11.503417,-7.76567744078,10.0615199862841,0.00314741463827765,-0.000853844720868373,0.0138128492888578,NaN,NaN,NaN,0,0,100
11.533417,-7.68283505938851,10.0865350138778,0.00304622945124025,-0.000740258332590721,0.0135798016793359,NaN,NaN,NaN,0,0,100
11.563417,-7.72611858350982,10.0821687869192,0.00294504426420284,-0.000626671944313061,0.013346754069814,NaN,NaN,NaN,0,0,100
11.593417,-7.79317963397073,10.0724930767323,0.00280199735121537,-0.000696657815444402,0.0127949084885063,NaN,NaN,NaN,0,0,100
11.623417,-7.86027142771534,10.0628542964726,0.00265883008961414,-0.000767171439945706,0.0122421463923368,NaN,NaN,NaN,0,0,100
11.653417,-7.90001103840308,10.0593154316057,0.00251566282801291,-0.000837685064447015,0.0116893842961674,NaN,NaN,NaN,0,0,100
11.683417,-7.81111415518525,10.0844265758705,0.00233469341886392,-0.000813744003464116,0.0113102346852946,NaN,NaN,NaN,0,0,100
11.713417,-7.72229509573955,10.1094644017614,0.00213454658501565,-0.000741885092944275,0.0110191605034546,NaN,NaN,NaN,0,0,100
11.743417,-7.66179845685659,10.1283962787413,0.00193439975116736,-0.00067002618242443,0.0107280863216146,NaN,NaN,NaN,0,0,100
11.773417,-7.73422420893453,10.11869287034,0.00176569269441961,-0.000596282242113866,0.0104565142487826,NaN,NaN,NaN,0,0,100
11.803417,-7.80629049403836,10.10897173452,0.00166089496217016,-0.000518706500445451,0.0102245851609823,NaN,NaN,NaN,0,0,100
11.833417,-7.87835184704856,10.0992481100491,0.00155609722992071,-0.000441130758777032,0.00999265607318194,NaN,NaN,NaN,0,0,100
11.863417,-7.87554302104551,10.0880227116506,0.00145129949767126,-0.000363555017108617,0.00976072698538161,NaN,NaN,NaN,0,0,100
11.893417,-7.80086735299246,10.075321761291,0.00135761163737026,-0.00025450749765897,0.0091283313280372,NaN,NaN,NaN,0,0,100
11.923417,-7.72627046191613,10.0626175923104,0.00126396802173182,-0.000145334642994431,0.00849434082708727,NaN,NaN,NaN,0,0,100
11.953417,-7.67814886124547,10.0523175814848,0.00117032440609339,-3.61617883298992e-05,0.00786035032613737,NaN,NaN,NaN,0,0,100
11.983417,-7.75391237102344,10.0532292366346,0.00104632484252332,-6.60572137103923e-05,0.00716215689718831,NaN,NaN,NaN,0,0,100
12.013417,-7.82936848039427,10.0540855805892,0.000906851704568492,-0.000166840999443965,0.00643123680839805,NaN,NaN,NaN,0,0,100
12.043417,-7.8914565946366,10.0566484681987,0.00076737856661367,-0.000267624785177532,0.00570031671960783,NaN,NaN,NaN,0,0,100
12.073417,-7.89091223686111,10.0673798095645,0.000608482405910493,-0.000271260831240254,0.00491898182182539,NaN,NaN,NaN,0,0,100
12.103417,-7.89086508917337,10.0789346394524,0.000409912849857215,-7.64632589489237e-05,0.00403466981926568,NaN,NaN,NaN,0,0,100
12.133417,-7.89081806187805,10.0904894246756,0.000211343293803948,0.000118334313342395,0.00315035781670601,NaN,NaN,NaN,0,0,100
12.163417,-7.85190893320059,10.0961098688547,1.27737377506695e-05,0.000313131885633724,0.0022660458141463,NaN,NaN,NaN,0,0,100
12.193417,-7.77585096445543,10.0950015069396,-8.73933115814358e-05,0.000314944417197452,0.00159502211008191,NaN,NaN,NaN,0,0,100
