time,angle.x,angle.y,vel.x,vel.y,vel.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.z
270.943593314763,-1.2648387722501,-3.03705650909608,-0.973997288953883,-0.0494880059616241,-0.0432067575728372,-0.996768,-0.08033411,-0.070589766,-0.1746024831475,0.0338159985816344,-0.081941277242714
270.973593314763,-1.09903210333299,-3.21701001423897,-0.975702718985719,-0.0516424627929681,-0.0375262849748021,-0.996768,-0.08033411,-0.070589766,-0.205781844351833,-0.0215195854077915,-0.148385125847476
271.003593314763,-0.926449885485502,-3.37500119927035,-0.978758268899928,-0.0544890737900542,-0.0456700172548527,-0.996768,-0.08033411,-0.070589766,-0.172854495440949,0.0245116119162604,-0.0646523579244813
271.033593314763,-0.726404793256412,-3.45506819476117,-0.991295263786656,-0.0588410509516604,-0.0390369722682505,-0.996768,-0.08033411,-0.070589766,-0.158974647299092,0.0340109101491049,-0.136380518998467
271.063593314763,-1.1186052722649,-3.50640004091842,-1.00015218388416,-0.0639199461951874,-0.0380540887591474,-0.996768,-0.08033411,-0.070589766,-0.136139014743206,0.00696389421406127,-0.0997180761406805
271.093593314763,-1.00545987088038,-3.47734547990189,-1.00952498188059,-0.0647110191580492,-0.0365889663459457,-0.996768,-0.08033411,-0.070589766,-0.108946194209594,0.0759037174052259,-0.156509964274876
271.123593314763,-1.03845697789442,-3.58244494093112,-1.01497751296058,-0.0690073124062712,-0.0336686458459471,-0.996768,-0.08033411,-0.070589766,-0.144351417758688,-0.025063895738543,-0.136361697988029
271.153593314763,-0.962687986019881,-3.82925878986856,-1.02850234637043,-0.0699742243959968,-0.0382214819458504,-0.996768,-0.08033411,-0.070589766,-0.0401118495893928,0.122713920888325,-0.142716760223516
271.183593314763,-0.830763632235091,-3.982668708364,-1.03563148531486,-0.0643248898029554,-0.0308010278586276,-0.996768,-0.08033411,-0.070589766,-0.123572213081264,-0.0402120848703237,-0.146746974366358
271.213593314763,-1.11565030199414,-4.05843658336821,-1.03653387490767,-0.072909421231538,-0.0369488788129011,-0.996768,-0.08033411,-0.070589766,-0.0675421799094511,0.144513499681926,-0.155083278894241
271.243593314763,-0.693343072551492,-4.0256547640722,-1.05020495794101,-0.0756794962113233,-0.0334370773650091,-0.996768,-0.08033411,-0.070589766,-0.115771483871438,-0.0404664550669679,-0.189837623703827
271.273593314763,-0.767356462361011,-4.08901864352601,-1.06180695599071,-0.0648858055408794,-0.0283016480278846,-0.996768,-0.08033411,-0.070589766,0.0662693425833686,0.0752587043440341,-0.227087839708285
271.303593314763,-0.803050482296546,-4.0165871426322,-1.05031096662914,-0.0670400741160234,-0.0304447263283584,-0.996768,-0.08033411,-0.072115963551812,-0.0917984657207026,-0.00452199731642319,-0.230557586296944
271.333593314763,-0.538757662760658,-4.06189071356017,-1.05627625579774,-0.0645139186368941,-0.0389307319271837,-0.996768,-0.08033411,-0.07369233,-0.0757170805738253,0.0637421854432616,-0.166833965724309
271.363593314763,-0.604716496266767,-4.04379910595466,-1.07207631271117,-0.0650002119556164,-0.0389930100296531,-0.996768,-0.08033411,-0.0721648912984718,-0.0451826198486043,0.048991230502428,-0.194166318332216
271.393593314763,-0.69719272904417,-4.0155150756388,-1.06921207840268,-0.0673485624093703,-0.0392460255390761,-0.996768,-0.08033411,-0.070589766,-0.0354642141106437,0.049854639077185,-0.142176971183546
271.423593314763,-0.686757036825171,-3.8959447263843,-1.07654759380384,-0.0637973171546363,-0.0421363742106542,-0.996768,-0.08033411,-0.070589766,-0.0224196951030916,0.0380260200356163,-0.159649613500219
271.453593314763,-0.548935659092776,-3.80312254274212,-1.07514900558463,-0.0668056296745145,-0.0357696834829414,-0.996768,-0.08033411,-0.070589766,-0.0580989789826887,0.0242751405534938,-0.173654771358729
271.483593314763,-0.454567652960819,-3.51336771099731,-1.07752046391879,-0.0707304431289182,-0.045189348279689,-0.996768,-0.08033411,-0.070589766,-0.0521888977511396,0.0570680512209618,-0.170868404543652
271.513593314763,-0.0149829073877515,-3.24868742466612,-1.09160672223065,-0.0640715604465011,-0.0355651583341014,-0.996768,-0.08033411,-0.070589766,0.0453135649059295,-0.0166283192090694,-0.175103339996969
271.543593314763,-0.232914117461995,-3.05525551815172,-1.09013307636797,-0.0694876085425542,-0.0358697850975463,-0.996768,-0.08033411,-0.070589766,-0.0512773547577898,0.0449461008484929,-0.169375386698721
