t,angle.x,angle.y,vel.x,vel.y,vel.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.z
220.289741,-29.0052680636398,-1.80680227779358,0.0214054704583544,0.00750306935483546,0.0219050011989825,-0.0137865735912699,0.00197095011253422,0.742506751480443,-0.0487983043132107,-0.0132288967314568,6.74544880948463
220.319741,-28.9517357646744,-1.83496736289771,0.0203425967044698,0.00606078984452506,0.0220266069808054,-0.0148892466437995,0.00229474806222984,0.70069181252202,-0.0458342388713723,0.000813083549173448,6.39895698700016
220.349741,-28.9147100378722,-1.79348585933032,0.0210070566535934,0.00375039086142034,0.0226703860182049,-0.0159370560383998,0.00263616660583992,0.65887687505301,-0.0655744699694046,0.00951475709145907,6.10223422565006
220.379741,-28.8652228786706,-1.7410882121417,0.0228822206084564,0.00495052880572637,0.0221620677376756,-0.0169535196442174,0.00293744538174583,0.617061912488391,-0.0392747672992855,-0.0181927231198885,5.78915249708528
220.409741,-28.9792405889374,-1.73629967278299,0.0233842987464046,0.00685796342256143,0.0224914373367961,-0.0180220144055999,0.00319411438159998,0.575246955120003,-0.0512206923435985,-0.0100821540399619,5.44202964920002
220.439741,-28.8093622811296,-1.69844488978376,0.0223335243497628,0.00619221188910995,0.0211422843882629,-0.0191310337505245,0.00346299367424764,0.533431994884548,-0.0537906740811747,0.00561967999429179,5.13688733712397
220.469741,-28.8003453410368,-1.64957873305972,0.0223891346609202,0.00345552403572222,0.0211125956772576,-0.020175008301104,0.00375461253473233,0.491617021934755,-0.0586703516589196,0.0165789977225283,4.8137060567582
220.499741,-28.9813838913031,-1.67055080626276,0.0217919188366125,0.00364036360911791,0.0212556969737341,-0.0211713783372324,0.00400852190091977,0.44980204559189,-0.0711422180573804,-0.0157578746082215,4.51415268971212
220.529741,-28.6253120357748,-1.65447088130024,0.0217771901489681,0.00577872937164138,0.018351176879624,-0.0221195726944649,0.00419717933906799,0.407987107324649,-0.0821923691305502,-0.031848973136444,4.21967194476786
220.559741,-28.8539285990618,-1.62373211226134,0.0211577693340013,0.00591147925980342,0.0202278905800018,-0.0230039928355,0.0043265911718,0.366172155775001,-0.0504603084309995,0.0322464346539995,3.90724091370001
220.589741,-28.9485394910236,-1.63787462341932,0.021646639477724,0.00630989486816186,0.0183952466214811,-0.0238475813442608,0.00440879056036681,0.324357197306474,-0.0746827222224836,-0.00364347515483179,3.59057070811048
220.619741,-28.845593650903,-1.66168119238089,0.0200171811529694,0.00606100404799025,0.0145076527906417,-0.0249635219560024,0.00469770724567775,0.282542239312028,-0.0629009953100385,0.00225936665935679,3.34548652312379
220.649741,-28.8664254718102,-1.56631119658674,0.0178959068073435,0.0133841441699682,0.00136280434700838,-0.0260295590619457,0.00483976279999993,0.240727292595918,-0.0264136977287253,-0.0671332339703807,3.09685013923324
220.679741,-28.1040517476692,-1.49055923054781,0.0170014505449456,0.0220426808095153,-0.0248812584079128,-0.026906668509524,0.00467184071381453,0.1989123445118,-0.0474757405403142,-0.108003662912821,2.99811857739622
220.709741,-27.1059742597119,-1.45768607674608,0.0117546432761939,0.0349131843563851,-0.0402860664787406,-0.0276660747117138,0.00417211737498187,0.157097390259527,-0.0421949061919356,-0.158774188899009,2.93613901874903
220.739741,-24.7441386230465,-1.37346027990031,0.0127639490212041,0.0494455455604925,-0.0713646172460105,-0.0283687742524371,0.00318875873469372,0.115282435022664,-0.0606172987358667,-0.200895164535755,2.8744977190041
220.769741,-20.567399540563,-1.38362673918622,0.0103442938586178,0.0665153623287565,-0.0990813393000728,-0.0290114603256333,0.00177843398416192,0.0734674770088794,-0.0381117800876211,-0.257657385426682,2.7386790198591
220.799741,-16.3155963682644,-1.32787007383718,0.00574244910814589,0.0781491366057471,-0.136701892867158,-0.0294725949069765,3.11144313965441e-05,0.0316525187325858,-0.0218214138255278,-0.257366288139487,2.745522451163
220.829741,-14.0836435715259,-1.40401623964828,0.00539449957004562,0.09387018856814,-0.15168747361761,-0.0298830995726212,-0.00194673823693198,-0.0101624353274108,-0.0331817902387203,-0.296293587069644,2.6631435962351
220.859741,-11.8686509974694,-1.32255258936156,0.00387227147654053,0.110515996132783,-0.180117320235979,-0.0301939246969301,-0.00444856246224173,-0.0519773924446753,-0.0371494724792147,-0.352305956801323,2.59780646046905
220.889741,-8.7387846168554,-1.26344387787298,0.0056466284722402,0.124629207208495,-0.204470179131774,-0.0304145084516466,-0.00741561672662147,-0.0937923485981101,-0.0741736479258398,-0.372982247476113,2.46548517944931
220.919741,-4.89757541155922,-1.28739440392553,0.00969667666973846,0.149460264690555,-0.211303466887643,-0.0308215735214605,-0.0109696568133047,-0.135607314052006,-0.093982996927459,-0.443351841010497,2.27509640304159
220.949741,-1.24009009816799,-1.36311477630779,0.0152589861857754,0.162869950086264,-0.239474919145352,-0.0312799578815183,-0.0151557214639346,-0.177422267838148,-0.110628835698294,-0.453019915552447,2.16340662401601
220.979741,-1.70697825828195,-0.989257489107759,0.0131674731759995,0.130721722421009,-0.222569009678989,-0.0317632801281934,-0.0191455249855492,-0.219237215674697,-0.0899361530673193,-0.137833406225485,1.72016553456838
221.009741,-1.01015567304786,-0.563224728067632,0.0187523885503935,0.082880394726865,-0.21755566224055,-0.0321644111356432,-0.0214111899943001,-0.261052169926999,-0.0934319382140951,0.146935693859997,1.44559438880559
221.039741,0.74639888769108,-0.540741161292118,0.0318662561220243,0.0581915192193441,-0.225497773503701,-0.0325857170185517,-0.0221025218061306,-0.302867118259818,-0.199152986671667,0.140037598122805,1.20413398224825
221.069741,1.94535130515634,-0.647357229043405,0.0468290313048645,0.0530526911704126,-0.261362900714214,-0.0334507021438636,-0.0223860607911253,-0.344682064493302,-0.251628881836893,0.0419807247194289,1.16012011743454
221.099741,4.17418458578632,-0.869692758028482,0.0513649133162007,0.0716135741730029,-0.286978892010002,-0.0346415322872498,-0.0229933915131498,-0.386497023742494,-0.246488132486988,-0.187804342270962,1.11091941506499
221.129741,5.73336201167233,-1.04198947052157,0.0653146227969226,0.0906022985459467,-0.32246889347965,-0.0361027366530339,-0.0243594585689923,-0.415077754794513,-0.267277461280892,-0.297625870084003,1.17097763589137
221.159741,6.70688780403704,-0.816819444415196,0.0715379303276702,0.10335926863836,-0.352328809605393,-0.0377189314920003,-0.0261064129032504,-0.400002854899985,-0.265263020795005,-0.357993314540016,1.51149390187508
221.189741,6.15628957361381,-0.362730536789302,0.0717576082350001,0.122150369199999,-0.358695044389999,-0.0395690902649995,-0.0284700904217492,-0.338176541675012,-0.238399818205024,-0.415721882954992,1.92162521654989
221.219741,4.62114363222564,0.186275097597773,0.0759380282721727,0.147214163755624,-0.35798018829917,-0.0426050336523181,-0.0332342595500236,-0.31936648,-0.251751745483745,-0.511534875557243,2.00984873466323
221.249741,3.13391275902479,1.02030608415917,0.0896132737602015,0.163048173756002,-0.343727568659001,-0.0460608275218234,-0.0389416369803501,-0.31936648,-0.323880094138286,-0.534795617324143,1.90932306182691
221.279741,2.07096438912518,1.48668257136156,0.0890130245289988,0.163333547630001,-0.346840862527998,-0.0496058939778027,-0.0447751470159019,-0.32324836,-0.277330241829887,-0.435049870391473,1.91025915792704
221.309741,2.54309390553078,1.78031457796137,0.0893115249609989,0.172504835387,-0.324227194271004,-0.0530114477602502,-0.0507223374461503,-0.32324836,-0.266405365808501,-0.458940366038003,1.74323000248499
221.339741,4.20511168522363,2.25243392144625,0.0916410411871187,0.170972759547954,-0.313891386094609,-0.0564055142233002,-0.0568113031606003,-0.32324836,-0.273157288758998,-0.440417755629993,1.66038740963
221.369741,4.60117485624063,2.91996250330101,0.0899440828595143,0.160752340610939,-0.31423698050295,-0.0597050161345444,-0.0626707250163513,-0.32324836,-0.263081229581528,-0.357348492620356,1.6625512981251
221.399741,5.16680735305313,2.72633732719328,0.0920246858348013,0.165604448516989,-0.301419293642018,-0.0625346235933604,-0.0678748218838153,-0.322298024232371,-0.278204194605838,-0.389045702738586,1.56449968672213
221.429741,5.19440636147343,2.56940894847722,0.086177848260745,0.159877403214182,-0.28443844837289,-0.0631542045057191,-0.070023546186621,-0.322254572348265,-0.235172636769114,-0.376742789539959,1.43814149782215
221.459741,6.08305083226876,2.68864401493755,0.0887712078549953,0.151963781990009,-0.285803242975,-0.0638351046140686,-0.0721344244902737,-0.32324836,-0.271073653577276,-0.340546747854654,1.44770278407079
221.489741,6.26496896755627,3.14090103777044,0.0906912549336037,0.146142862480006,-0.280933523218009,-0.0647570757259995,-0.0742353042017988,-0.32324836,-0.281761726658018,-0.326026933384985,1.40269484842005
221.519741,6.558145558141,3.24263623842727,0.0865680477553221,0.146601714134936,-0.258126625892064,-0.0657346542897848,-0.0764461828222573,-0.32324836,-0.258499832789847,-0.383894230605962,1.23095020421483
221.549741,6.67963782759258,3.24568977506315,0.0849181557542281,0.140357534915505,-0.262264353428653,-0.0667557167766608,-0.0786713583926797,-0.32324836,-0.251408476797671,-0.370141102956365,1.25520168056094
221.579741,6.49206869754481,3.29244989363581,0.0750133424760007,0.150412283889995,-0.252227935490006,-0.0676834456799996,-0.0810200941519988,-0.32324836,-0.207460892679979,-0.429011994879982,1.18155382010008
221.609741,6.90145292022973,3.50002551537232,0.0785080080443101,0.153590985088821,-0.251185686035924,-0.0695989979891105,-0.0843920454910331,-0.32324836,-0.264868829009518,-0.472105947933655,1.14891989502519
221.639741,7.27741243616974,3.80731165510465,0.0858221849839954,0.164726100776001,-0.241438389600009,-0.0726401562576863,-0.0887062115869195,-0.3271475,-0.332884665478206,-0.545749553219351,1.04851090906956
221.669741,7.3452097195289,4.29440317672465,0.0935993881022002,0.161985920557006,-0.250116436166993,-0.0758429940904978,-0.093201407030747,-0.3271475,-0.367373424883005,-0.485403345784552,1.08288535684491
221.699741,7.95355378080124,4.23617873208437,0.0843534237660057,0.166585985693995,-0.250287660436003,-0.0789467771742824,-0.0977359080321965,-0.3271475,-0.28970747265174,-0.532186452946698,1.0742611720028
221.729741,8.67939559796135,3.80675319491353,0.0790733054693583,0.172156982574226,-0.248270798493451,-0.0817214371802812,-0.102475475247474,-0.3271475,-0.274561116641323,-0.569465902545752,1.04787705507449
221.759741,8.24352923124928,3.88047755180464,0.0905308812177905,0.171555675864994,-0.26465066700799,-0.0845506877787094,-0.107278828866054,-0.3271475,-0.367088589986966,-0.523087785595727,1.15839016156188
221.789741,7.87220035706876,3.93456643892947,0.0955800692320019,0.171447103760001,-0.266454222682006,-0.0876186172959992,-0.112120690723499,-0.3271475,-0.391294558301004,-0.541558268103987,1.16700534503002
221.819741,7.59293440030577,4.11594405739351,0.0904808346635368,0.170684597834222,-0.258291499540049,-0.0905065941109934,-0.116674650304483,-0.3271475,-0.345326966776684,-0.562642857799625,1.10467959145045
221.849741,7.71820418984612,4.2721999452081,0.0826549175793905,0.167707915903735,-0.251928940415419,-0.0931461177273911,-0.121168119954033,-0.3271475,-0.298063289047663,-0.538607864329968,1.05154545660038
221.879741,7.58631085662365,4.45919877946079,0.0817513116087912,0.166448675602196,-0.255069000259866,-0.0956161753074375,-0.125693650483901,-0.3271475,-0.316416312408999,-0.53828460960458,1.0763051238752
221.909741,7.47456489321355,4.72903508951021,0.0748929953492364,0.159739948637137,-0.258262096524703,-0.0980109293118096,-0.130126843152081,-0.321362969413764,-0.28754524285472,-0.53811569935429,1.13280970603228
221.939741,7.43932266562777,5.01152139114968,0.0655853589021095,0.168786110069993,-0.242521001391861,-0.10005374779197,-0.134605799740525,-0.318424147630239,-0.264387074140053,-0.610076552334772,1.03341089431558
221.969741,7.75705975126005,5.28004995758954,0.0709581889418011,0.160497663915348,-0.242078063968252,-0.102090990135641,-0.139197389652277,-0.3155017,-0.331249062654874,-0.550845416336961,1.04802412081832
221.999741,7.59074260884753,5.3267572449257,0.0612052997387999,0.161801645970001,-0.243064668621997,-0.0100870949653512,-0.0302976172367367,-0.294034248513578,-0.142607316755659,-0.428294473912299,1.15673864225287
222.029741,7.759558596728,5.30689808059498,0.0662900195077013,0.164073705208998,-0.230095685376002,-0.0256345547438038,-0.0731562438692601,-0.155298588949462,-0.22563986007402,-0.504805712669994,1.73616426407518
222.059741,8.29250270386506,5.04439169738783,0.0629631086959909,0.163835786917926,-0.22710802655403,-0.0387638158914517,-0.105657002701504,-0.0862349281874963,-0.224080545769502,-0.54599284815702,2.03354799029495
222.089741,8.42668118672814,4.85420282673503,0.0606141821036339,0.165693478691095,-0.202898359659545,-0.0458692562174761,-0.120379574726469,-0.07679916,-0.229513703183453,-0.603863343926859,1.88982653633093
222.119741,8.43381491028606,4.72858359326667,0.0608155760164987,0.165281913985,-0.173686483748999,-0.0482549957424402,-0.122888999438587,-0.07679916,-0.251221934069876,-0.597973965647168,1.6395830618207
222.149741,8.41992505998918,4.5485106077708,0.057772048297377,0.165696905275479,-0.15531811951106,-0.0506180901125103,-0.125873930849085,-0.07679916,-0.227518467964811,-0.594819245542592,1.50749231854204
222.179741,8.0967582214757,4.35543511574741,0.0556513900598994,0.168379166018004,-0.142682503846021,-0.0479211482752371,-0.117101448948555,-0.07679916,-0.230007961143937,-0.61686978072198,1.41040410973957
222.209741,7.91645555293429,4.31874356868743,0.0558812382422821,0.169885266479572,-0.138613730946777,-0.0448870522482914,-0.108296266822573,-0.07679916,-0.245022786280907,-0.609462770979845,1.33471161255685
222.239741,7.49850680076957,4.27153550635619,0.0584006290544754,0.170844070889551,-0.130037805617172,-0.0402240513073232,-0.0963478566008493,-0.0714314013928735,-0.255523669987024,-0.58623281845563,1.29585129493535
222.269741,7.32774146284927,4.26977356988542,0.0605459705585996,0.175489656050003,-0.122102692106009,-0.0359513140210024,-0.0862654085515054,-0.0575137014534076,-0.255545820254986,-0.592825740327008,1.33216334486506
222.299741,6.81148474283213,4.21268297288546,0.0596187793600635,0.17734207739026,-0.128262471690849,-0.0319626507510014,-0.0774890567258026,-0.055134766,-0.241086803250998,-0.586499665843022,1.38340816543015
222.329741,5.99796079456044,4.25281603032572,0.0586080750012968,0.174626657927219,-0.121581893620131,-0.0298905534491552,-0.0738114826437046,-0.055134766,-0.230260504930374,-0.557333600059925,1.32613389979026
222.359741,5.32121654532766,4.3309441236288,0.0623755410039999,0.171494085360001,-0.109142327445993,-0.0278371989913012,-0.0708785896067194,-0.055134766,-0.262389282255862,-0.533273176133187,1.21847256829153
222.389741,4.49976004213418,4.2285764790897,0.0729847569308226,0.166303639037387,-0.104752050189922,-0.0257135375971836,-0.0684193240764896,-0.055134766,-0.312212682282483,-0.507212878734308,1.20965426856637
222.419741,3.73139395888184,4.31034500960202,0.0826946855947117,0.164906933902684,-0.101738360340414,-0.0226824428626751,-0.0640575939498722,-0.055134766,-0.340155549534772,-0.509326889599277,1.18401914933217
222.449741,2.67821605314302,4.09214561528012,0.0787623258793528,0.167990031071428,-0.0949330982136972,-0.0208638363015765,-0.063616780045012,-0.055134766,-0.280575289747966,-0.543604201152255,1.09022581557395
222.479741,2.18077265897035,4.03158562829518,0.0716043551239998,0.165692365112001,-0.094106661480001,-0.0185739034656277,-0.0622165811665423,-0.055134766,-0.219188801763388,-0.529248688325605,1.09401358540076
222.509741,2.20087470349709,3.88603208879209,0.0807868956684319,0.155579961484852,-0.101246133702627,-0.0162314207255139,-0.0607876106115695,-0.055134766,-0.29516894009399,-0.469470593390334,1.16564343923303
222.539741,2.34483323249197,3.87550929325007,0.103176760664801,0.147481511153,-0.0992087282318005,-0.01406186370428,-0.0603074357363768,-0.055134766,-0.419422184948013,-0.450254374679529,1.15102404913007
222.569741,2.4819937832507,4.05933206066634,0.102246657587863,0.150119348471816,-0.098842642602037,-0.0113964648080417,-0.0578048995316774,-0.055134766,-0.350457217043399,-0.501468455405725,1.12780466852853
222.599741,3.9991701481572,4.2018780732478,0.109987172198738,0.142257825591323,-0.116144489685091,-0.00903023324907504,-0.0565787187143001,-0.055134766,-0.365551975958499,-0.451526947183,1.25211463738
222.629741,6.01989533187916,4.78897617753641,0.125410183001699,0.137102770661935,-0.107065246534846,-0.00594150488080796,-0.0490539507680759,-0.057424475093289,-0.427580224705025,-0.431785772608248,1.21899239092594
222.659741,6.10629523828122,6.13405023504697,0.124057963030303,0.133598247272727,-0.116307851515152,-0.00329896221079949,-0.0399042920783977,-0.0620551247680011,-0.368266407007999,-0.431777305056001,1.25036251375996
222.689741,5.51259737753078,7.31011961438063,0.136111443157426,0.124411904648503,-0.118107541320456,-0.00121579134426909,-0.0248173628961821,-0.0621029080696747,-0.424239685670039,-0.360022921992272,1.27179684207532
222.719741,3.53652279539945,7.21499653306827,0.153411265725429,0.111913983032696,-0.132271994022597,-5.8950022230848e-05,-0.00283349781426734,-0.05821865,-0.490930234474269,-0.280433818709065,1.39882682231388
222.749741,0.56210976867591,6.2163810160556,0.15986336627,0.102437385137502,-0.13130211802,-0.00238849211499424,-0.000768984499235037,-0.05821865,-0.468149691430429,-0.268985049587521,1.39172825362232
222.779741,-2.53004531853155,5.67198153793692,0.16637415658034,0.0931207181221882,-0.136952911858813,-0.00726830894935193,-0.00218501260060981,-0.05821865,-0.478408192621357,-0.253057467619617,1.43076384900255
222.809741,-5.33362263773821,5.83341276331406,0.179242997924737,0.084437462572002,-0.134291638499749,-0.0127539360899511,-0.00278351817473497,-0.05821865,-0.526739615175499,-0.240160919510492,1.42515965516499
222.839741,-6.12908207197726,6.05361533952765,0.189246151698831,0.0721227434116581,-0.152022705575442,-0.0187517607289963,-0.0025005045090002,-0.05821865,-0.553830034662742,-0.218350889076033,1.55120078707843
222.869741,-6.2062331443391,6.67304159500191,0.194280279993988,0.0618126937321132,-0.142672629548487,-0.0249188880024995,-0.00209652043596148,-0.05821865,-0.552780388527522,-0.203078965920089,1.51045632402083
222.899741,-5.70311901604918,7.21511635083628,0.20152230623,0.0584249445198007,-0.150278941715016,-0.0221982098077142,-0.00917624773126363,-0.05821865,-0.549854035028651,-0.23616929644594,1.55972531836514
222.929741,-5.38510185707497,7.38976919726809,0.198007304488867,0.0523776951140479,-0.147472292125663,0.00613871364721284,-0.0698008534662724,-0.05821865,-0.462804534224659,-0.346117923102207,1.53728846941599
222.959741,-5.0753134776425,7.34067026850546,0.210612262841998,0.0516487590381076,-0.144257939395005,0.0134201695312924,-0.143334180460912,-0.05821865,-0.51945632263276,-0.483190133194182,1.52571966056892
222.989741,-4.68492998093366,7.44850907059623,0.217017341111994,0.0404886897692027,-0.156878516187998,0.0187162638591914,-0.190719963033639,-0.05821865,-0.524988754237694,-0.505131091854574,1.60201674933242
223.019741,-4.33585880619291,7.498764671735,0.218489043125,0.032580155045005,-0.146421033944994,0.020844196732463,-0.204148402829359,-0.05821865,-0.496427666393673,-0.520300670722474,1.53825747520114
223.049741,-4.34658375050564,7.57570088145462,0.227944548964894,0.0276323139108911,-0.158884314383441,0.0221552874446995,-0.209944026927997,-0.05821865,-0.534311825269985,-0.533989388069988,1.62470182207
223.079741,-4.20719011497209,7.7627840242351,0.229813626651332,0.0213196539849012,-0.165238108581125,0.0245659451678402,-0.226623963455817,-0.05821865,-0.512306670952439,-0.546720240707935,1.683377218644
223.109741,-4.25733407820886,7.94451287808195,0.237700654493738,0.0213434408583896,-0.165910794156248,0.0280335243224816,-0.252310735125227,-0.05821865,-0.532881127781608,-0.626366904934696,1.70567387141152
223.139741,-4.40535032494937,8.05401213049081,0.238918576171442,0.013422530313321,-0.170608651829346,0.0306450944067794,-0.270381831510422,-0.05821865,-0.51151783368831,-0.629105049407524,1.73574232725363
223.169741,-4.78729005522975,8.22085720405563,0.241791256282001,0.00935676691515447,-0.165140019476001,0.0338959625392978,-0.295355168851983,-0.05821865,-0.503677012162535,-0.656184860269497,1.72041440064505
223.199741,-4.95262848344448,8.2912351426914,0.245452017735992,-0.000208495258194008,-0.180710906047998,0.0413250142175337,-0.356225361971856,-0.05821865,-0.504286592159365,-0.728795215629126,1.83239802604873
223.229741,-5.28261159496702,8.32078408364221,0.248386189071701,-0.00906463789354858,-0.175026251100539,0.0474350593951205,-0.406529955364924,-0.05821865,-0.496804256148776,-0.78435826911518,1.81549173561787
