current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y,payload_angles.z
1633078981.271174,-0.012509052641689777,-0.014020959846675396,-10.440665245056152,-0.004679494071751833,-0.005135055165737867,0.0039872233755886555,0.0,0.0,0.0,-0.003404254326596856,-0.0038102848920971155,0.0045375823974609375,-0.006210482679307461,-0.006124225445091724,-0.006124225445091724,0.0,0.0,-0.0
1633078981.272882,-0.012509052641689777,-0.014020959846675396,-10.440665245056152,-0.004679494071751833,-0.005135055165737867,0.0039872233755886555,0.0,0.0,0.0,-0.003404254326596856,-0.0038102848920971155,0.0045375823974609375,-0.006210482679307461,-0.006124225445091724,-0.006124225445091724,0.0,0.0,-0.0
1633078981.282996,-0.012525573372840881,-0.014027426019310951,-10.44068431854248,-0.00466697383671999,-0.0051142689771950245,0.0039891996420919895,0.0,0.0,0.0,-0.003404254326596856,-0.0038102848920971155,0.0045375823974609375,-0.006210482679307461,-0.006124225445091724,-0.006124225445091724,0.0,0.0,-0.0
1633078981.293034,-0.012562403455376625,-0.014056437648832798,-10.440686225891113,-0.004661047365516424,-0.005097175016999245,0.003954482730478048,0.0,0.0,0.0,-0.003404254326596856,-0.0038102848920971155,0.0045375823974609375,-0.006210482679307461,-0.006124225445091724,-0.006124225445091724,0.0,0.0,-0.0
1633078981.30307,-0.012600162997841835,-0.014086614362895489,-10.440686225891113,-0.004656700417399406,-0.005079685244709253,0.003942309878766537,0.0,0.0,0.0,-0.00333339418284595,-0.0037540560588240623,0.004525184631347656,-0.006014563608914614,-0.0059783547185361385,-0.0059783547185361385,0.0,0.0,-0.0
1633078981.312978,-0.012638756074011326,-0.014117824845016003,-10.440683364868164,-0.004653600510209799,-0.005062471143901348,0.003960419446229935,0.0,0.0,0.0,-0.0032967308070510626,-0.0037244060076773167,0.004521369934082031,-0.005905520636588335,-0.005909094586968422,-0.005909094586968422,0.0,0.0,-0.0
1633078981.323119,-0.012677970342338085,-0.014149896800518036,-10.440679550170898,-0.004650927614420652,-0.00504651851952076,0.0039833965711295605,0.0,0.0,0.0,-0.0032967308070510626,-0.0037244060076773167,0.004521369934082031,-0.005905520636588335,-0.005909094586968422,-0.005909094586968422,0.0,0.0,-0.0
1633078981.33295,-0.012700038030743599,-0.014163590036332607,-10.440689086914062,-0.004643712658435106,-0.00503030838444829,0.003962456714361906,0.0,0.0,0.0,-0.0032385129015892744,-0.0036809290759265423,0.004519462585449219,-0.005793832242488861,-0.005860751029103994,-0.005860751029103994,0.0,0.0,-0.0
1633078981.343021,-0.01272278930991888,-0.014178224839270115,-10.44069766998291,-0.00463730888441205,-0.005016305483877659,0.003949065692722797,0.0,0.0,0.0,-0.0032385129015892744,-0.0036809290759265423,0.004519462585449219,-0.005793832242488861,-0.005860751029103994,-0.005860751029103994,0.0,0.0,-0.0
1633078981.35296,-0.01274596806615591,-0.014193526469171047,-10.440711975097656,-0.004631486721336842,-0.00500414427369833,0.003947688732296228,0.0,0.0,0.0,-0.003171722637489438,-0.0036365205887705088,0.00453948974609375,-0.005698768887668848,-0.00581296207383275,-0.00581296207383275,0.0,0.0,-0.0
1633078981.363031,-0.012795103713870049,-0.014227836392819881,-10.44073486328125,-0.00462221959605813,-0.004984227940440178,0.0039785816334187984,0.0,0.0,0.0,-0.003171722637489438,-0.0036365205887705088,0.00453948974609375,-0.005698768887668848,-0.00581296207383275,-0.00581296207383275,0.0,0.0,-0.0
1633078981.373104,-0.012795103713870049,-0.014227836392819881,-10.44073486328125,-0.00462221959605813,-0.004984227940440178,0.0039785816334187984,0.0,0.0,0.0,-0.003171722637489438,-0.0036365205887705088,0.00453948974609375,-0.005698768887668848,-0.00581296207383275,-0.00581296207383275,0.0,0.0,-0.0
1633078981.383964,-0.012884804047644138,-0.014306808821856976,-10.440719604492188,-0.004625530447810888,-0.004971732385456562,0.004003247246146202,0.0,0.0,0.0,-0.003105448093265295,-0.0035822938662022352,0.0045337677001953125,-0.005532917566597462,-0.005660101771354675,-0.005660101771354675,0.0,0.0,-0.0
1633078981.393553,-0.012912015430629253,-0.014327548444271088,-10.440725326538086,-0.004622982814908028,-0.004961016122251749,0.004011006560176611,0.0,0.0,0.0,-0.0030371344182640314,-0.0035251686349511147,0.004523277282714844,-0.005366048775613308,-0.005546866916120052,-0.005546866916120052,0.0,0.0,-0.0
1633078981.402904,-0.012912015430629253,-0.014327548444271088,-10.440725326538086,-0.004622982814908028,-0.004961016122251749,0.004011006560176611,0.0,0.0,0.0,-0.0030371344182640314,-0.0035251686349511147,0.004523277282714844,-0.005366048775613308,-0.005546866916120052,-0.005546866916120052,0.0,0.0,-0.0
1633078981.413275,-0.012958964332938194,-0.014369658194482327,-10.440712928771973,-0.004626483656466007,-0.004952772054821253,0.0040446193888783455,0.0,0.0,0.0,-0.0029641862493008375,-0.0034624526742845774,0.004512786865234375,-0.005182467866688967,-0.005432342179119587,-0.005432342179119587,0.0,0.0,-0.0
1633078981.42411,-0.013018430210649967,-0.014417457394301891,-10.440731048583984,-0.004625815432518721,-0.004943441599607468,0.00407338747754693,0.0,0.0,0.0,-0.0029641862493008375,-0.0034624526742845774,0.004512786865234375,-0.005182467866688967,-0.005432342179119587,-0.005432342179119587,0.0,0.0,-0.0
