current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y,payload_angles.z
1633032803.962887,0.004388973582535982,0.009477714076638222,-10.41232681274414,-0.002893856493756175,-0.005642086733132601,0.00022061308845877647,0.0,0.0,0.0,-0.004145296290516853,-0.008956709876656532,0.00020122686692047864,-0.0029390703421086073,-0.006594235543161631,-0.006594235543161631,0.0,0.0,-0.0
1633032803.964593,0.004388973582535982,0.009477714076638222,-10.41232681274414,-0.002893856493756175,-0.005642086733132601,0.00022061308845877647,0.0,0.0,0.0,-0.004145296290516853,-0.008956709876656532,0.00020122686692047864,-0.0029390703421086073,-0.006594235543161631,-0.006594235543161631,0.0,0.0,-0.0
1633032803.974796,0.004401224199682474,0.009503167122602463,-10.412327766418457,-0.0029063422698527575,-0.00566979730501771,0.0001999035303015262,0.0,0.0,0.0,-0.004181311931461096,-0.00902998074889183,0.0002040878898696974,-0.0029687611386179924,-0.006636842153966427,-0.006636842153966427,0.0,0.0,-0.0
1633032803.98484,0.004423743579536676,0.009548550471663475,-10.41232967376709,-0.0029096072539687157,-0.0056803408078849316,0.0001964048424270004,0.0,0.0,0.0,-0.004181311931461096,-0.00902998074889183,0.0002040878898696974,-0.0029687611386179924,-0.006636842153966427,-0.006636842153966427,0.0,0.0,-0.0
1633032803.994729,0.004433033987879753,0.009567992761731148,-10.412330627441406,-0.002923782914876938,-0.005715221632272005,0.00021007041505072266,0.0,0.0,0.0,-0.004211531486362219,-0.009091565385460854,0.00020694891281891614,-0.002979106968268752,-0.006607067305594683,-0.006607067305594683,0.0,0.0,-0.0
1633032804.004648,0.004440952092409134,0.009584610350430012,-10.412331581115723,-0.002938886173069477,-0.00575181283056736,0.00023435735784005374,0.0,0.0,0.0,-0.004211531486362219,-0.009091565385460854,0.00020694891281891614,-0.002979106968268752,-0.006607067305594683,-0.006607067305594683,0.0,0.0,-0.0
1633032804.014753,0.004458968993276358,0.009620893746614456,-10.412333488464355,-0.0029446808621287346,-0.0057671875692903996,0.00021302673849277198,0.0,0.0,0.0,-0.004236169625073671,-0.009141821414232254,0.0002098099357681349,-0.0029691874515265226,-0.006554027553647757,-0.006554027553647757,0.0,0.0,-0.0
1633032804.024824,0.004463493824005127,0.009630681946873665,-10.412334442138672,-0.0029618972912430763,-0.005804181098937988,0.0001756142155500129,0.0,0.0,0.0,-0.004236169625073671,-0.009141821414232254,0.0002098099357681349,-0.0029691874515265226,-0.006554027553647757,-0.006554027553647757,0.0,0.0,-0.0
1633032804.034663,0.0044786036014556885,0.009661142714321613,-10.412335395812988,-0.0029693690594285727,-0.005820062942802906,0.00016868494276423007,0.0,0.0,0.0,-0.0042548226192593575,-0.009180057793855667,0.0002117172844009474,-0.0029380875639617443,-0.006505216471850872,-0.006505216471850872,0.0,0.0,-0.0
1633032804.045009,0.004480666946619749,0.00966598466038704,-10.412335395812988,-0.002988305641338229,-0.005857379175722599,0.00018083731993101537,0.0,0.0,0.0,-0.0042548226192593575,-0.009180057793855667,0.0002117172844009474,-0.0029380875639617443,-0.006505216471850872,-0.006505216471850872,0.0,0.0,-0.0
