current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_angles.x,payload_angles.y,payload_angles.z,simulink_acc_sp.x,simulink_acc_sp.y,simulink_acc_sp.y
1633093569.48281,-0.006129964254796505,0.0019684378057718277,-11.085738182067871,0.004559063818305731,0.00392696401104331,0.0009613923029974103,0.0,0.0,0.0,0.005835313815623522,-0.001832874258980155,0.0009250657167285681,0.0036731150466948748,-0.006782236509025097,-0.006782236509025097,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.483986,-0.006129964254796505,0.0019684378057718277,-11.085738182067871,0.004559063818305731,0.00392696401104331,0.0009613923029974103,0.0,0.0,0.0,0.005835313815623522,-0.001832874258980155,0.0009250657167285681,0.0036731150466948748,-0.006782236509025097,-0.006782236509025097,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.494846,-0.006098151206970215,0.002048104302957654,-11.085724830627441,0.004578964319080114,0.003831115085631609,0.0009981377515941858,0.0,0.0,0.0,0.005793246440589428,-0.0019710054621100426,0.0009021775331348181,0.003545222571119666,-0.006737887393683195,-0.006737887393683195,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.504203,-0.006130988243967295,0.002082846825942397,-11.085719108581543,0.004578964319080114,0.003831115085631609,0.0009981377515941858,0.0,0.0,0.0,0.005793246440589428,-0.0019710054621100426,0.0009021775331348181,0.003545222571119666,-0.006737887393683195,-0.006737887393683195,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.514368,-0.006180015858262777,0.0021017047110944986,-11.085716247558594,0.004547853022813797,0.003611941123381257,0.0010252041975036263,0.0,0.0,0.0,0.005871017929166555,-0.002021925989538431,0.0008935944642871618,0.003981329966336489,-0.006202167831361294,-0.006202167831361294,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.524139,-0.006207952741533518,0.0021346043795347214,-11.085709571838379,0.004538128152489662,0.0034869916271418333,0.000999779556877911,0.0,0.0,0.0,0.005871017929166555,-0.002021925989538431,0.0008935944642871618,0.003981329966336489,-0.006202167831361294,-0.006202167831361294,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.53478,-0.006207952741533518,0.0021346043795347214,-11.085709571838379,0.004538128152489662,0.0034869916271418333,0.000999779556877911,0.0,0.0,0.0,0.005871017929166555,-0.002021925989538431,0.0008935944642871618,0.003981329966336489,-0.006202167831361294,-0.006202167831361294,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.544202,-0.00623329309746623,0.0021662102080881596,-11.085702896118164,0.004528771620243788,0.003364554140716791,0.0010117411147803068,0.0,0.0,0.0,0.005921631585806608,-0.002083206083625555,0.0008802430238574743,0.0042107864283025265,-0.005778473801910877,-0.005778473801910877,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.554345,-0.006255592685192823,0.0021969391964375973,-11.08569622039795,0.004520141053944826,0.0032422784715890884,0.0010239646071568131,0.0,0.0,0.0,0.005942815914750099,-0.002112398622557521,0.0008735673036426306,0.00431033642962575,-0.005616551265120506,-0.005616551265120506,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.564237,-0.006329708732664585,0.002230312442407012,-11.085688591003418,0.004488081205636263,0.0030657455790787935,0.0009725912823341787,0.0,0.0,0.0,0.005942815914750099,-0.002112398622557521,0.0008735673036426306,0.00431033642962575,-0.005616551265120506,-0.005616551265120506,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.57438,-0.006363511551171541,0.002246330725029111,-11.085684776306152,0.004473507404327393,0.0029771870467811823,0.00095697509823367,0.0,0.0,0.0,0.006045339163392782,-0.002159320516511798,0.0008621232118457556,0.004725602921098471,-0.00513427471742034,-0.00513427471742034,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.584163,-0.006376263685524464,0.002273938385769725,-11.085677146911621,0.004468786064535379,0.00285166734829545,0.000969875487498939,0.0,0.0,0.0,0.006045339163392782,-0.002159320516511798,0.0008621232118457556,0.004725602921098471,-0.00513427471742034,-0.00513427471742034,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.595303,-0.006388263776898384,0.002299515064805746,-11.085668563842773,0.004464474972337484,0.0027288550045341253,0.0009992594132199883,0.0,0.0,0.0,0.006068853661417961,-0.0022098456975072622,0.0008459107484668493,0.0047429283149540424,-0.004811162129044533,-0.004811162129044533,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.604403,-0.006388263776898384,0.002299515064805746,-11.085668563842773,0.004464474972337484,0.0027288550045341253,0.0009992594132199883,0.0,0.0,0.0,0.006068853661417961,-0.0022098456975072622,0.0008459107484668493,0.0047429283149540424,-0.004811162129044533,-0.004811162129044533,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.614409,-0.006397456396371126,0.0023242232855409384,-11.085659980773926,0.0044617499224841595,0.002607258502393961,0.000996679998934269,0.0,0.0,0.0,0.0060775866732001305,-0.002233318518847227,0.0008373276796191931,0.0047506289556622505,-0.004694101866334677,-0.004694101866334677,0.0,0.0,-0.0,0.0,0.0,0.0
1633093569.624264,-0.0064041693694889545,0.002347900765016675,-11.085650444030762,0.00446080369874835,0.002488314639776945,0.0009487915667705238,0.0,0.0,0.0,0.0060775866732001305,-0.002233318518847227,0.0008373276796191931,0.0047506289556622505,-0.004694101866334677,-0.004694101866334677,0.0,0.0,-0.0,0.0,0.0,0.0
