current_time,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,pos_sp.x,pos_sp.y,pos_sp.z,vel_sp.x,vel_sp.y,vel_sp.z,acc_sp.x,acc_sp.y,acc_sp.y,payload_euler.x,payload_euler.y,payload_euler.z,simulink_acc_sp.x,simulink_acc_sp.y,simulink_acc_sp.y,qp_status
1633641573.117404,0.0004011786659248173,-0.0002009411546168849,-2.5051584243774414,0.0013810598757117987,-8.959672413766384e-05,0.0039290678687393665,0.0,0.0,0.0,-0.0003571739071048796,0.00019618115038610995,0.005661964416503906,-0.0017251659883186221,-3.56971868313849e-05,-3.56971868313849e-05,-0.00027350641903467476,-0.00046998163452371955,-1.5706864595413208,0.0,0.0,0.0,data: 0.0
1633641573.119261,0.0004011786659248173,-0.0002009411546168849,-2.5051584243774414,0.0013810598757117987,-8.959672413766384e-05,0.0039290678687393665,0.0,0.0,0.0,-0.0003571739071048796,0.00019618115038610995,0.005661964416503906,-0.0017251659883186221,-3.56971868313849e-05,-3.56971868313849e-05,-0.00027350641903467476,-0.00046998163452371955,-1.5706864595413208,0.0,0.0,0.0,data: 0.0
1633641573.129013,0.0004557263746391982,-0.0001901149662444368,-2.505082368850708,0.001324038952589035,-6.121235492173582e-05,0.003927225712686777,0.0,0.0,0.0,-0.0004099688376300037,0.00018578121671453118,0.0055811405181884766,-0.0016598653746768832,-8.45683243824169e-05,-8.45683243824169e-05,-0.0002754140296019614,-0.0005123207229189575,-1.570683479309082,0.0,0.0,0.0,data: 0.0
1633641573.138924,0.00047946744598448277,-0.0001846871746238321,-2.505052328109741,0.0012989224633201957,-5.033376146457158e-05,0.003925752360373735,0.0,0.0,0.0,-0.0004555903433356434,0.00017535501683596522,0.0055179595947265625,-0.0015934028197079897,-0.0001247481704922393,-0.0001247481704922393,-0.00027589898672886193,-0.0005365771939978004,-1.5706818103790283,0.0,0.0,0.0,data: 0.0
1633641573.148841,0.0005078239482827485,-0.000179492068127729,-2.505000352859497,0.001260507619008422,-3.552600901457481e-05,0.003913759719580412,0.0,0.0,0.0,-0.0004555903433356434,0.00017535501683596522,0.0055179595947265625,-0.0015934028197079897,-0.0001247481704922393,-0.0001247481704922393,-0.0002759524213615805,-0.00055222975788638,-1.5706812143325806,0.0,0.0,0.0,data: 0.0
1633641573.159847,0.0005354976165108383,-0.00017432858294341713,-2.504948854446411,0.0012198002077639103,-2.2074254957260564e-05,0.003863375401124358,0.0,0.0,0.0,-0.0005088190082460642,0.00016551435692235827,0.0054090023040771484,-0.0014786720275878906,-0.00015914019604679197,-0.00015914019604679197,-0.0002756422327365726,-0.00057488854508847,-1.5706814527511597,0.0,0.0,0.0,data: 0.0
1633641573.168864,0.0005576980183832347,-0.0001691567013040185,-2.504913091659546,0.0011910138418897986,-1.4110175470705144e-05,0.003818705677986145,0.0,0.0,0.0,-0.0005088190082460642,0.00016551435692235827,0.0054090023040771484,-0.0014786720275878906,-0.00015914019604679197,-0.00015914019604679197,-0.0002751904830802232,-0.0005894271889701486,-1.5706825256347656,0.0,0.0,0.0,data: 0.0
1633641573.179017,0.0005840613739565015,-0.00016410659009125084,-2.5048627853393555,0.0011483564740046859,-5.993901595502393e-06,0.0037412538658827543,0.0,0.0,0.0,-0.0005549545749090612,0.0001558034709887579,0.005317211151123047,-0.0013789471704512835,-0.0001565242710057646,-0.0001565242710057646,-0.00027418372337706387,-0.0006103576743043959,-1.570685625076294,0.0,0.0,0.0,data: 0.0
1633641573.188844,0.0006052224198356271,-0.00015911596710793674,-2.5048282146453857,0.001118790707550943,-2.7652986318571493e-06,0.0036754526663571596,0.0,0.0,0.0,-0.0005549545749090612,0.0001558034709887579,0.005317211151123047,-0.0013789471704512835,-0.0001565242710057646,-0.0001565242710057646,-0.0002733173023443669,-0.0006237116758711636,-1.5706884860992432,0.0,0.0,0.0,data: 0.0
1633641573.19886,0.0006303072441369295,-0.0001542987592983991,-2.5047800540924072,0.0010755727998912334,-1.8296010466656298e-06,0.003539412748068571,0.0,0.0,0.0,-0.0005988881457597017,0.0001464860251871869,0.005229949951171875,-0.0012879667337983847,-0.00010461786587256938,-0.00010461786587256938,-0.00027175701688975096,-0.0006428190972656012,-1.5706932544708252,0.0,0.0,0.0,data: 0.0
1633641573.208751,0.0006545530050061643,-0.00014962334535084665,-2.5047342777252197,0.0010324149625375867,-3.0151172722980846e-06,0.0033839985262602568,0.0,0.0,0.0,-0.0005988881457597017,0.0001464860251871869,0.005229949951171875,-0.0012879667337983847,-0.00010461786587256938,-0.00010461786587256938,-0.0002705515653360635,-0.0006549289100803435,-1.5706967115402222,0.0,0.0,0.0,data: 0.0
1633641573.218778,0.000674191047437489,-0.00014511508925352246,-2.5047028064727783,0.001002727309241891,-3.291989060016931e-06,0.0032836368773132563,0.0,0.0,0.0,-0.0006405777530744672,0.00013776154082734138,0.005148172378540039,-0.0012099924497306347,-4.851515404880047e-05,-4.851515404880047e-05,-0.0002692109264899045,-0.0006665265536867082,-1.5707005262374878,0.0,0.0,0.0,data: 0.0
1633641573.228786,0.0006972490227781236,-0.0001407460804330185,-2.5046539306640625,0.0009590473491698503,-1.6570199932175456e-06,0.0031736509408801794,0.0,0.0,0.0,-0.0006405777530744672,0.00013776154082734138,0.005148172378540039,-0.0012099924497306347,-4.851515404880047e-05,-4.851515404880047e-05,-0.0002660798782017082,-0.0006881527369841933,-1.5707087516784668,0.0,0.0,0.0,data: 0.0
1633641573.239162,0.0007158504449762404,-0.00013647125160787255,-2.5046186447143555,0.0009290738380514085,2.1536966414714698e-06,0.0031179168727248907,0.0,0.0,0.0,-0.0006405777530744672,0.00013776154082734138,0.005148172378540039,-0.0012099924497306347,-4.851515404880047e-05,-4.851515404880047e-05,-0.00026425591204315424,-0.0006981641054153442,-1.5707130432128906,0.0,0.0,0.0,data: 0.0
1633641573.248834,0.0007341326563619077,-0.00013231528282631189,-2.5045840740203857,0.0008986825123429298,8.385190994886216e-06,0.0030343986582010984,0.0,0.0,0.0,-0.0006801541894674301,0.00012954989506397396,0.005059719085693359,-0.0011320962803438306,-5.7152130466420203e-05,-5.7152130466420203e-05,-0.0002622359024826437,-0.0007076294859871268,-1.5707173347473145,0.0,0.0,0.0,data: 0.0
1633641573.259014,0.0007520064827986062,-0.00012825516751036048,-2.5045502185821533,0.0008682645275257528,1.6689697076799348e-05,0.0029339767061173916,0.0,0.0,0.0,-0.0007145024137571454,0.00012174461153335869,0.004988670349121094,-0.0010703529696911573,-0.00013060701894573867,-0.00013060701894573867,-0.000258811836829409,-0.0007207855232991278,-1.5707240104675293,0.0,0.0,0.0,data: 0.0
1633641573.268867,0.0007727450574748218,-0.00012412884098012,-2.5045065879821777,0.0008230310049839318,3.127964009763673e-05,0.0027724914252758026,0.0,0.0,0.0,-0.0007145024137571454,0.00012174461153335869,0.004988670349121094,-0.0010703529696911573,-0.00013060701894573867,-0.00013060701894573867,-0.0002562597510404885,-0.0007288493798114359,-1.5707284212112427,0.0,0.0,0.0,data: 0.0
1633641573.278846,0.000789678655564785,-0.00012014179810648784,-2.5044755935668945,0.0007919884519651532,4.158464798820205e-05,0.0026719020679593086,0.0,0.0,0.0,-0.0007502909866161644,0.00011403691314626485,0.0049097537994384766,-0.000986922299489379,-0.00024007103638723493,-0.00024007103638723493,-0.0002534960804041475,-0.0007363386685028672,-1.5707330703735352,0.0,0.0,0.0,data: 0.0
1633641573.288875,0.0008062889683060348,-0.00011618151620496064,-2.5044453144073486,0.0007600864046253264,5.139576023793779e-05,0.0025958814658224583,0.0,0.0,0.0,-0.0007502909866161644,0.00011403691314626485,0.0049097537994384766,-0.000986922299489379,-0.00024007103638723493,-0.00024007103638723493,-0.0002489752369001508,-0.000746479956433177,-1.5707401037216187,0.0,0.0,0.0,data: 0.0
1633641573.298971,0.0008252998813986778,-0.00011204800830455497,-2.5044004917144775,0.0007133620092645288,6.339602259686217e-05,0.0025212266482412815,0.0,0.0,0.0,-0.000784131174441427,0.00010634781210683286,0.0048296451568603516,-0.000890496012289077,-0.00031124279485084116,-0.00031124279485084116,-0.00024404627038165927,-0.0007552906172350049,-1.5707471370697021,0.0,0.0,0.0,data: 0.0
1633641573.308764,0.0008409163565374911,-0.00010820968600455672,-2.504366397857666,0.0006817785324528813,6.932343967491761e-05,0.002488216385245323,0.0,0.0,0.0,-0.000784131174441427,0.00010634781210683286,0.0048296451568603516,-0.000890496012289077,-0.00031124279485084116,-0.00031124279485084116,-0.00024056213442236185,-0.0007604148122482002,-1.570751667022705,0.0,0.0,0.0,data: 0.0
1633641573.319043,0.0008587749325670302,-0.00010413287964183837,-2.5043232440948486,0.0006337201921269298,7.446732342941687e-05,0.0024409666657447815,0.0,0.0,0.0,-0.0008159324643202126,9.882844460662454e-05,0.004748344421386719,-0.0007944401586428285,-0.0003125332295894623,-0.0003125332295894623,-0.00023508493904955685,-0.0007669634069316089,-1.5707576274871826,0.0,0.0,0.0,data: 0.0
1633641573.328728,0.0008758874610066414,-0.00010012717393692583,-2.5042810440063477,0.0005854358314536512,7.505505345761776e-05,0.002368304179981351,0.0,0.0,0.0,-0.0008159324643202126,9.882844460662454e-05,0.004748344421386719,-0.0007944401586428285,-0.0003125332295894623,-0.0003125332295894623,-0.0002312906872248277,-0.0007705668685957789,-1.5707608461380005,0.0,0.0,0.0,data: 0.0
1633641573.338879,0.0008922919514589012,-9.626559767639264e-05,-2.504240036010742,0.0005379762733355165,7.195255602709949e-05,0.0022891799453645945,0.0,0.0,0.0,-0.0008477736264467239,9.135452273767442e-05,0.00465846061706543,-0.0006720460951328278,-0.00024228927213698626,-0.00024228927213698626,-0.00022739807900507003,-0.0007735611288808286,-1.5707634687423706,0.0,0.0,0.0,data: 0.0
1633641573.348843,0.0009060405427590013,-9.281863458454609e-05,-2.504209041595459,0.0005065817385911942,6.840476271463558e-05,0.0022488534450531006,0.0,0.0,0.0,-0.0008477736264467239,9.135452273767442e-05,0.00465846061706543,-0.0006720460951328278,-0.00024228927213698626,-0.00024228927213698626,-0.00022139644715934992,-0.0007769181975163519,-1.570766806602478,0.0,0.0,0.0,data: 0.0
1633641573.358778,0.0009213801240548491,-8.9261717221234e-05,-2.5041697025299072,0.00046114527503959835,6.160648626973853e-05,0.0022071541752666235,0.0,0.0,0.0,-0.0008754073642194271,8.470083412248641e-05,0.004584074020385742,-0.0005973111256025732,-0.00016198372759390622,-0.00016198372759390622,-0.00021729833679273725,-0.0007784084882587194,-1.5707685947418213,0.0,0.0,0.0,data: 0.0
1633641573.368719,0.000934313575271517,-8.611315570306033e-05,-2.5041346549987793,0.00043218143400736153,5.634670378640294e-05,0.0021896546240895987,0.0,0.0,0.0,-0.0008754073642194271,8.470083412248641e-05,0.004584074020385742,-0.0005973111256025732,-0.00016198372759390622,-0.00016198372759390622,-0.00021102170285303146,-0.0007795401616021991,-1.5707709789276123,0.0,0.0,0.0,data: 0.0
1633641573.378859,0.0009728679433465004,-8.264437929028645e-05,-2.504120111465454,0.00039103225572034717,4.7785706556169316e-05,0.0021608183160424232,0.0,0.0,0.0,-0.0009243208332918584,7.841436308808625e-05,0.004530429840087891,-0.0005932720378041267,-8.986718603409827e-05,-8.986718603409827e-05,-0.0002046059671556577,-0.0007793726399540901,-1.5707730054855347,0.0,0.0,0.0,data: 0.0
1633641573.388981,0.0010085231624543667,-7.955770706757903e-05,-2.5041134357452393,0.0003646487311925739,4.1546751162968576e-05,0.0021426482126116753,0.0,0.0,0.0,-0.0009243208332918584,7.841436308808625e-05,0.004530429840087891,-0.0005932720378041267,-8.986718603409827e-05,-8.986718603409827e-05,-0.0002002594992518425,-0.0007785545894876122,-1.5707743167877197,0.0,0.0,0.0,data: 0.0
1633641573.399219,0.0010443776845932007,-7.648301107110456e-05,-2.504098415374756,0.0003279703960288316,3.182373984600417e-05,0.0021240687929093838,0.0,0.0,0.0,-0.0009922550525516272,7.256106619024649e-05,0.004505157470703125,-0.0006513388943858445,-2.730936830630526e-05,-2.730936830630526e-05,-0.0001936467015184462,-0.0007762936293147504,-1.5707762241363525,0.0,0.0,0.0,data: 0.0
1633641573.408776,0.001077660359442234,-7.373442349489778e-05,-2.504091501235962,0.0003049862862098962,2.495310218364466e-05,0.0021109452936798334,0.0,0.0,0.0,-0.0009922550525516272,7.256106619024649e-05,0.004505157470703125,-0.0006513388943858445,-2.730936830630526e-05,-2.730936830630526e-05,-0.00018918211571872234,-0.0007741125300526619,-1.570777416229248,0.0,0.0,0.0,data: 0.0
1633641573.41878,0.0011109896004199982,-7.108214049367234e-05,-2.504075288772583,0.00027309113647788763,1.4408484275918454e-05,0.0020973586943000555,0.0,0.0,0.0,-0.001055536326020956,6.74302427796647e-05,0.00447845458984375,-0.0007308159256353974,2.744193625403568e-05,2.744193625403568e-05,-0.0001824111823225394,-0.0007698576082475483,-1.5707792043685913,0.0,0.0,0.0,data: 0.0
1633641573.428876,0.0011420776136219501,-6.868623313494027e-05,-2.5040676593780518,0.00025338170235045254,7.013165486569051e-06,0.002086763735860586,0.0,0.0,0.0,-0.001055536326020956,6.74302427796647e-05,0.00447845458984375,-0.0007308159256353974,2.744193625403568e-05,2.744193625403568e-05,-0.0001778535806806758,-0.000766382145229727,-1.5707802772521973,0.0,0.0,0.0,data: 0.0
1633641573.438901,0.0011722259223461151,-6.643385859206319e-05,-2.504054307937622,0.00023486168356612325,-5.812532322124753e-07,0.0020778391044586897,0.0,0.0,0.0,-0.0011137108085677028,6.301436951616779e-05,0.004454374313354492,-0.0008268722449429333,6.800312257837504e-05,6.800312257837504e-05,-0.00017326560919173062,-0.000762409414164722,-1.5707814693450928,0.0,0.0,0.0,data: 0.0
